Year,Month,TA,UC,T
1835,11,0.891,2.022,-0.199
1835,12,0.827,3.334,-2.193
1836,1,-1.164,3.498,-4.664
1836,2,-2.894,3.425,-5.824
1836,3,-2.12,1.258,-4.51
1836,4,-3.072,2.407,-3.552
1836,5,0.052,2.150,2.952
1836,6,-0.379,2.267,5.601
1836,7,-0.281,1.731,7.459
1836,8,-1.975,2.735,5.365
1836,9,-1.75,2.234,3.2
1836,10,-2.447,2.585,-0.617
1836,11,-3.453,2.500,-4.543
1836,12,-2.009,1.552,-5.029
1837,1,-0.828,3.057,-4.328
1837,2,-0.861,4.871,-3.791
1837,3,-2.772,2.460,-5.162
1837,4,-2.782,1.733,-3.262
1837,5,-1.058,3.265,1.842
1837,6,0.007,3.179,5.987
1837,7,-0.117,2.505,7.623
1837,8,-0.34,1.653,7
1837,9,0.006,1.927,4.956
1837,10,-0.847,1.355,0.983
1837,11,-3.297,2.566,-4.387
1837,12,0.956,3.513,-2.064
1838,1,-2.355,2.422,-5.855
1838,2,-1.702,1.544,-4.632
1838,3,-2.174,2.078,-4.564
1838,4,-2.74,2.669,-3.22
1838,5,-0.148,2.223,2.752
1838,6,-0.211,1.992,5.769
1838,7,0.983,2.959,8.723
1838,8,-0.582,1.874,6.758
1838,9,-1.075,1.924,3.875
1838,10,-1.764,1.876,0.066
1838,11,-2.525,2.524,-3.615
1838,12,0.475,1.557,-2.545
1839,1,-2.704,3.368,-6.204
1839,2,-2.915,2.725,-5.845
1839,3,-2.09,2.066,-4.48
1839,4,-1.2,2.622,-1.68
1839,5,-1.522,1.656,1.378
1839,6,-0.474,1.486,5.506
1839,7,0.216,1.684,7.956
1839,8,-0.19,1.885,7.15
1839,9,0.044,1.903,4.994
1839,10,-0.898,2.374,0.932
1839,11,-1.183,1.378,-2.273
1839,12,-1.921,3.430,-4.941
1840,1,-1.182,3.512,-4.682
1840,2,0.524,3.621,-2.406
1840,3,2.583,2.516,0.193
1840,4,-0.582,1.604,-1.062
1840,5,-0.891,1.329,2.009
1840,6,0.061,1.501,6.041
1840,7,-0.822,1.942,6.918
1840,8,0.163,2.116,7.503
1840,9,-1.603,2.185,3.347
1840,10,-0.818,2.116,1.012
1840,11,-0.251,3.442,-1.341
1840,12,1.009,2.080,-2.011
1841,1,-2.01,2.004,-5.51
1841,2,1.08,2.100,-1.85
1841,3,1.156,2.063,-1.234
