Year,Month,Temperature Anamoly,UC,Temperature
1937,5,1.223,0.500,3.603
1937,6,1.086,0.492,10.336
1937,7,0.494,0.444,13.364
1937,8,-0.064,0.440,11.306
1937,9,0.656,0.406,6.066
1937,10,0.661,0.411,-1.359
1937,11,0.086,0.400,-11.424
1937,12,-1.284,0.436,-20.984
1938,1,1.370,0.511,-22.13
1938,2,-1.790,0.580,-22.71
1938,3,1.820,0.573,-13.92
1938,4,-0.841,0.523,-7.441
1938,5,1.036,0.409,3.416
1938,6,0.715,0.462,9.965
1938,7,1.017,0.418,13.887
1938,8,0.033,0.395,11.403
1938,9,2.543,0.368,7.953
1938,10,2.232,0.358,0.212
1938,11,0.260,0.414,-11.25
1938,12,2.178,0.448,-17.522
1939,1,2.029,0.474,-21.471
1939,2,-4.583,0.534,-25.503
1939,3,-2.989,0.408,-18.729
1939,4,1.054,0.394,-5.546
1939,5,0.663,0.347,3.043
1939,6,-0.416,0.372,8.834
1939,7,0.343,0.349,13.213
1939,8,0.553,0.373,11.923
1939,9,-0.407,0.372,5.003
1939,10,-2.032,0.396,-4.052
1939,11,1.197,0.426,-10.313
1939,12,4.632,0.583,-15.068
1940,1,4.181,0.417,-19.319
1940,2,1.647,0.439,-19.273
1940,3,1.826,0.409,-13.914
1940,4,1.249,0.354,-5.351
1940,5,0.662,0.356,3.042
1940,6,-1.004,0.358,8.246
1940,7,0.299,0.398,13.169
1940,8,0.192,0.400,11.562
1940,9,2.449,0.387,7.859
1940,10,0.889,0.366,-1.131
1940,11,-1.758,0.436,-13.268
1940,12,0.510,0.548,-19.19
1941,1,1.320,0.440,-22.18
1941,2,3.170,0.378,-17.75
1941,3,1.185,0.376,-14.555
1941,4,0.706,0.369,-5.894
1941,5,0.308,0.407,2.688
1941,6,0.669,0.391,9.919
1941,7,1.136,0.346,14.006
1941,8,-0.518,0.362,10.852
1941,9,-1.107,0.323,4.303
1941,10,-0.532,0.371,-2.552
1941,11,-0.826,0.399,-12.336
1941,12,0.666,0.467,-19.034
1942,1,3.752,0.461,-19.748
1942,2,0.624,0.504,-20.296
1942,3,3.765,0.344,-11.975
1942,4,0.555,0.372,-6.045
1942,5,0.895,0.335,3.275
1942,6,0.118,0.355,9.368
1942,7,-0.133,0.315,12.737
1942,8,-0.051,0.347,11.319
1942,9,0.073,0.359,5.483
1942,10,1.944,0.395,-0.076
1942,11,-1.523,0.432,-13.033
1942,12,-2.090,0.427,-21.79
1943,1,-0.930,0.382,-24.43
1943,2,1.099,0.396,-19.821
1943,3,-2.680,0.435,-18.42
1943,4,0.294,0.376,-6.306
1943,5,-0.829,0.318,1.551
1943,6,-0.508,0.340,8.742
1943,7,0.257,0.339,13.127
1943,8,0.167,0.347,11.537
1943,9,0.628,0.328,6.038
1943,10,2.192,0.335,0.172
1943,11,3.011,0.412,-8.499
1943,12,2.015,0.372,-17.685
1944,1,5.434,0.394,-18.066
1944,2,-0.082,0.366,-21.002
1944,3,-0.794,0.343,-16.534
1944,4,2.129,0.357,-4.471
1944,5,0.752,0.346,3.132
1944,6,0.231,0.321,9.481
1944,7,-0.068,0.357,12.802
1944,8,0.324,0.335,11.694
1944,9,1.036,0.330,6.446
1944,10,1.183,0.351,-0.837
1944,11,1.156,0.349,-10.354
1944,12,2.049,0.362,-17.651
1945,1,2.282,0.393,-21.218
1945,2,1.562,0.351,-19.358
1945,3,3.613,0.331,-12.127
1945,4,-2.461,0.317,-9.061
1945,5,-1.289,0.321,1.091
1945,6,-0.924,0.339,8.326
1945,7,-0.242,0.333,12.628
1945,8,0.369,0.326,11.739
1945,9,-0.769,0.335,4.641
1945,10,0.530,0.333,-1.49
1945,11,-2.251,0.351,-13.761
1945,12,-0.932,0.356,-20.632
1946,1,0.303,0.338,-23.197
1946,2,-2.375,0.390,-23.295
1946,3,3.992,0.360,-11.748
1946,4,0.483,0.317,-6.117
1946,5,0.163,0.326,2.543
1946,6,-0.553,0.375,8.697
1946,7,-0.400,0.343,12.47
1946,8,0.241,0.458,11.611
1946,9,0.393,0.279,5.803
1946,10,-0.279,0.298,-2.299
1946,11,-1.045,0.330,-12.555
1946,12,-1.568,0.289,-21.268
1947,1,0.915,0.364,-22.585
1947,2,1.360,0.430,-19.56
1947,3,2.783,0.334,-12.957
1947,4,-2.118,0.337,-8.718
1947,5,-1.450,0.326,0.93
1947,6,-0.813,0.276,8.437
1947,7,0.291,0.335,13.161
1947,8,-0.635,0.352,10.735
1947,9,-0.207,0.279,5.203
1947,10,2.525,0.379,0.505
1947,11,2.027,0.378,-9.483
1947,12,2.424,0.441,-17.276
1948,1,2.455,0.402,-21.045
1948,2,-2.891,0.256,-23.811
1948,3,-2.645,0.306,-18.385
1948,4,-2.687,0.304,-9.287
1948,5,0.814,0.280,3.194
1948,6,0.686,0.242,9.936
1948,7,0.875,0.241,13.745
1948,8,0.627,0.296,11.997
1948,9,1.517,0.307,6.927
1948,10,1.555,0.253,-0.465
1948,11,2.012,0.295,-9.498
1948,12,-1.231,0.329,-20.931
1949,1,0.571,0.282,-22.929
1949,2,-4.354,0.257,-25.274
1949,3,1.368,0.295,-14.372
1949,4,1.230,0.282,-5.37
1949,5,-0.767,0.240,1.613
1949,6,-0.291,0.245,8.959
1949,7,-0.289,0.303,12.581
1949,8,0.822,0.238,12.192
1949,9,0.634,0.267,6.044
1949,10,-0.078,0.260,-2.098
1949,11,2.010,0.257,-9.5
1949,12,-0.518,0.285,-20.218
1950,1,-5.004,0.222,-28.504
1950,2,-2.310,0.250,-23.23
1950,3,0.004,0.219,-15.736
1950,4,-1.789,0.268,-8.389
1950,5,-0.011,0.229,2.369
1950,6,-0.274,0.277,8.976
1950,7,-0.491,0.264,12.379
1950,8,-1.078,0.283,10.292
1950,9,0.610,0.224,6.02
1950,10,-1.206,0.236,-3.226
1950,11,-1.717,0.285,-13.227
1950,12,1.360,0.233,-18.34
1951,1,-0.556,0.244,-24.056
1951,2,-0.762,0.254,-21.682
1951,3,-0.621,0.268,-16.361
1951,4,0.960,0.211,-5.64
1951,5,0.927,0.414,3.307
1951,6,-0.347,0.418,8.903
1951,7,-0.124,0.362,12.746
1951,8,0.129,0.230,11.499
1951,9,0.334,0.282,5.744
1951,10,-1.395,0.310,-3.415
1951,11,-1.121,0.286,-12.631
1951,12,-2.565,0.238,-22.265
1952,1,-1.744,0.265,-25.244
1952,2,0.733,0.404,-20.187
1952,3,1.125,0.275,-14.615
1952,4,2.570,0.226,-4.03
1952,5,1.976,0.190,4.356
1952,6,0.359,0.226,9.609
1952,7,0.177,0.213,13.047
1952,8,-0.300,0.257,11.07
1952,9,0.174,0.204,5.584
1952,10,-0.252,0.218,-2.272
1952,11,2.174,0.275,-9.336
1952,12,4.599,0.311,-15.101
1953,1,-0.419,0.241,-23.919
1953,2,3.157,0.322,-17.763
1953,3,1.639,0.265,-14.101
1953,4,2.362,0.220,-4.238
1953,5,0.325,0.266,2.705
1953,6,-0.404,0.247,8.846
1953,7,-0.192,0.234,12.678
1953,8,0.885,0.208,12.255
1953,9,0.277,0.237,5.687
1953,10,0.926,0.206,-1.094
1953,11,2.677,0.229,-8.833
1953,12,0.622,0.232,-19.078
1954,1,-3.828,0.242,-27.328
1954,2,2.872,0.300,-18.048
1954,3,0.766,0.295,-14.974
1954,4,-3.842,0.362,-10.442
1954,5,-0.333,0.269,2.047
1954,6,0.285,0.351,9.535
1954,7,0.307,0.291,13.177
1954,8,0.937,0.216,12.307
1954,9,0.576,0.322,5.986
1954,10,0.611,0.227,-1.409
1954,11,2.321,0.234,-9.189
1954,12,1.981,0.248,-17.719
1955,1,2.556,0.248,-20.944
1955,2,-1.258,0.325,-22.178
1955,3,-2.700,0.244,-18.44
1955,4,1.431,0.192,-5.169
1955,5,0.384,0.221,2.764
1955,6,1.550,0.240,10.8
1955,7,0.665,0.203,13.535
1955,8,0.433,0.258,11.803
1955,9,-0.314,0.192,5.096
1955,10,1.670,0.186,-0.35
1955,11,-2.573,0.285,-14.083
1955,12,-1.689,0.228,-21.389
1956,1,1.650,0.273,-21.85
1956,2,-0.756,0.306,-21.676
1956,3,-1.185,0.324,-16.925
1956,4,-0.372,0.397,-6.972
1956,5,-2.063,0.352,0.317
1956,6,-0.287,0.249,8.963
1956,7,-0.139,0.296,12.731
1956,8,-0.494,0.293,10.876
1956,9,-1.337,0.238,4.073
1956,10,-1.065,0.304,-3.085
1956,11,0.365,0.309,-11.145
1956,12,-2.383,0.269,-22.083
1957,1,-2.288,0.261,-25.788
1957,2,-0.509,0.202,-21.429
1957,3,2.529,0.258,-13.211
1957,4,-0.146,0.244,-6.746
1957,5,-0.875,0.309,1.505
1957,6,-0.660,0.260,8.59
1957,7,-0.120,0.421,12.75
1957,8,-0.103,0.249,11.267
1957,9,1.165,0.405,6.575
1957,10,0.070,0.246,-1.95
1957,11,0.019,0.415,-11.491
1957,12,0.102,0.374,-19.598
1958,1,5.128,0.348,-18.372
1958,2,-0.801,0.285,-21.721
1958,3,3.492,0.294,-12.248
1958,4,0.179,0.172,-6.421
1958,5,0.770,0.294,3.15
1958,6,-0.622,0.340,8.628
1958,7,0.151,0.435,13.021
1958,8,0.438,0.400,11.808
1958,9,0.532,0.250,5.942
1958,10,0.454,0.194,-1.566
1958,11,-0.619,0.299,-12.129
1958,12,-0.920,0.413,-20.62
1959,1,0.169,0.255,-23.331
1959,2,-1.071,0.241,-21.991
1959,3,0.016,0.385,-15.724
1959,4,-0.404,0.332,-7.004
1959,5,-1.269,0.185,1.111
1959,6,-0.721,0.254,8.529
1959,7,0.364,0.334,13.234
1959,8,-0.872,0.293,10.498
1959,9,0.150,0.214,5.56
1959,10,-2.281,0.265,-4.301
1959,11,-1.437,0.269,-12.947
1959,12,3.935,0.199,-15.765
1960,1,1.418,0.233,-22.082
1960,2,2.909,0.358,-18.011
1960,3,-2.227,0.240,-17.967
1960,4,-0.327,0.276,-6.927
1960,5,1.268,0.255,3.648
1960,6,0.649,0.287,9.899
1960,7,0.255,0.186,13.125
1960,8,0.488,0.264,11.858
1960,9,0.434,0.254,5.844
1960,10,0.450,0.254,-1.57
1960,11,-0.635,0.258,-12.145
1960,12,1.695,0.275,-18.005
1961,1,0.587,0.203,-22.913
1961,2,0.552,0.232,-20.368
1961,3,-1.021,0.280,-16.761
1961,4,-0.369,0.329,-6.969
1961,5,-0.756,0.285,1.624
1961,6,0.845,0.255,10.095
1961,7,0.713,0.154,13.583
1961,8,0.612,0.342,11.982
1961,9,-0.729,0.239,4.681
1961,10,-1.188,0.324,-3.208
1961,11,0.132,0.187,-11.378
1961,12,-0.824,0.218,-20.524
1962,1,-0.231,0.263,-23.731
1962,2,-3.229,0.210,-24.149
1962,3,1.831,0.295,-13.909
1962,4,-0.820,0.432,-7.42
1962,5,-1.214,0.253,1.166
1962,6,0.449,0.413,9.699
1962,7,-0.067,0.209,12.803
1962,8,0.280,0.240,11.65
1962,9,0.253,0.389,5.663
1962,10,1.451,0.284,-0.569
1962,11,0.832,0.210,-10.678
1962,12,1.377,0.261,-18.323
1963,1,-0.195,0.311,-23.695
1963,2,0.736,0.196,-20.184
1963,3,-1.622,0.247,-17.362
1963,4,1.464,0.272,-5.136
1963,5,-0.733,0.240,1.647
1963,6,-0.022,0.198,9.228
1963,7,0.436,0.238,13.306
1963,8,0.343,0.194,11.713
1963,9,0.024,0.344,5.434
1963,10,2.292,0.268,0.272
1963,11,0.718,0.230,-10.792
1963,12,0.621,0.198,-19.079
1964,1,1.601,0.201,-21.899
1964,2,2.368,0.266,-18.552
1964,3,-4.384,0.239,-20.124
1964,4,-1.395,0.271,-7.995
1964,5,-0.041,0.178,2.339
1964,6,-0.667,0.227,8.583
1964,7,0.001,0.352,12.871
1964,8,-0.716,0.303,10.654
1964,9,-0.561,0.254,4.849
1964,10,0.029,0.188,-1.991
1964,11,-0.084,0.205,-11.594
1964,12,-2.570,0.206,-22.27
1965,1,-0.524,0.199,-24.024
1965,2,-3.061,0.205,-23.981
1965,3,-0.015,0.234,-15.755
1965,4,0.158,0.240,-6.442
1965,5,0.279,0.282,2.659
1965,6,-0.646,0.265,8.604
1965,7,-0.713,0.296,12.157
1965,8,-0.596,0.188,10.774
1965,9,-1.946,0.321,3.464
1965,10,-0.539,0.310,-2.559
1965,11,-0.868,0.326,-12.378
1965,12,1.163,0.243,-18.537
1966,1,-2.956,0.216,-26.456
1966,2,0.896,0.244,-20.024
1966,3,1.491,0.288,-14.249
1966,4,-1.285,0.259,-7.885
1966,5,-0.301,0.232,2.079
1966,6,0.220,0.275,9.47
1966,7,0.269,0.243,13.139
1966,8,0.249,0.248,11.619
1966,9,1.323,0.318,6.733
1966,10,-0.703,0.160,-2.723
1966,11,-3.072,0.223,-14.582
1966,12,0.807,0.257,-18.893
1967,1,0.495,0.212,-23.005
1967,2,-2.946,0.266,-23.866
1967,3,-2.419,0.304,-18.159
1967,4,-2.418,0.324,-9.018
1967,5,-0.921,0.259,1.459
1967,6,-0.252,0.175,8.998
1967,7,-0.271,0.279,12.599
1967,8,0.320,0.301,11.69
1967,9,1.132,0.231,6.542
1967,10,0.240,0.287,-1.78
1967,11,-0.058,0.255,-11.568
1967,12,2.269,0.242,-17.431
1968,1,-0.721,0.233,-24.221
1968,2,0.506,0.257,-20.414
1968,3,2.667,0.292,-13.073
1968,4,0.308,0.316,-6.292
1968,5,-0.361,0.245,2.019
1968,6,-0.460,0.256,8.79
1968,7,-0.989,0.226,11.881
1968,8,-1.383,0.256,9.987
1968,9,1.360,0.352,6.77
1968,10,1.676,0.171,-0.344
1968,11,0.773,0.220,-10.737
1968,12,-0.482,0.225,-20.182
1969,1,-1.069,0.241,-24.569
1969,2,2.611,0.199,-18.309
1969,3,0.120,0.354,-15.62
1969,4,0.592,0.267,-6.008
1969,5,-0.945,0.187,1.435
1969,6,-1.248,0.192,8.002
1969,7,-0.410,0.267,12.46
1969,8,0.317,0.276,11.687
1969,9,-0.476,0.239,4.934
1969,10,-0.205,0.162,-2.225
1969,11,0.851,0.284,-10.659
1969,12,4.419,0.237,-15.281
1970,1,-0.033,0.201,-23.533
1970,2,0.214,0.203,-20.706
1970,3,1.018,0.313,-14.722
1970,4,-0.476,0.287,-7.076
1970,5,-1.439,0.195,0.941
1970,6,0.446,0.300,9.696
1970,7,0.383,0.191,13.253
1970,8,0.400,0.287,11.77
1970,9,-0.380,0.227,5.03
1970,10,0.455,0.290,-1.565
1970,11,-0.146,0.249,-11.656
1970,12,-3.108,0.228,-22.808
1971,1,-1.228,0.244,-24.728
1971,2,0.958,0.306,-19.962
1971,3,0.598,0.236,-15.142
1971,4,0.544,0.298,-6.056
1971,5,0.594,0.252,2.974
1971,6,0.583,0.215,9.833
1971,7,-0.240,0.219,12.63
1971,8,0.159,0.218,11.529
1971,9,0.585,0.259,5.995
1971,10,1.146,0.251,-0.874
1971,11,-0.733,0.191,-12.243
1971,12,-2.822,0.293,-22.522
1972,1,-3.154,0.231,-26.654
1972,2,-4.323,0.269,-25.243
1972,3,-0.894,0.286,-16.634
1972,4,-2.073,0.193,-8.673
1972,5,-0.419,0.250,1.961
1972,6,-0.685,0.320,8.565
1972,7,-1.272,0.290,11.598
1972,8,-0.220,0.236,11.15
1972,9,-2.294,0.296,3.116
1972,10,-2.599,0.282,-4.619
1972,11,-1.133,0.208,-12.643
1972,12,-3.791,0.216,-23.491
1973,1,1.877,0.204,-21.623
1973,2,-1.073,0.260,-21.993
1973,3,2.365,0.218,-13.375
1973,4,-0.151,0.267,-6.751
1973,5,1.223,0.199,3.603
1973,6,0.759,0.257,10.009
1973,7,0.632,0.220,13.502
1973,8,1.094,0.294,12.464
1973,9,0.795,0.162,6.205
1973,10,1.540,0.199,-0.48
1973,11,-1.114,0.148,-12.624
1973,12,0.829,0.166,-18.871
1974,1,-2.454,0.284,-25.954
1974,2,-0.921,0.264,-21.841
1974,3,-3.049,0.276,-18.789
1974,4,-1.487,0.252,-8.087
1974,5,-1.234,0.181,1.146
1974,6,0.222,0.203,9.472
1974,7,0.131,0.181,13.001
1974,8,-0.512,0.249,10.858
1974,9,-1.328,0.358,4.082
1974,10,-1.889,0.208,-3.909
1974,11,1.262,0.195,-10.248
1974,12,2.358,0.306,-17.342
1975,1,-1.144,0.221,-24.644
1975,2,-0.193,0.187,-21.113
1975,3,-1.205,0.251,-16.945
1975,4,-0.042,0.256,-6.642
1975,5,1.260,0.202,3.64
1975,6,1.392,0.322,10.642
1975,7,1.068,0.260,13.938
1975,8,-0.105,0.402,11.265
1975,9,0.233,0.196,5.643
1975,10,0.052,0.178,-1.968
1975,11,-0.471,0.166,-11.981
1975,12,-1.406,0.226,-21.106
1976,1,0.783,0.145,-22.717
1976,2,-0.370,0.180,-21.29
1976,3,-1.486,0.202,-17.226
1976,4,2.480,0.216,-4.12
1976,5,0.603,0.300,2.983
1976,6,0.131,0.300,9.381
1976,7,0.009,0.550,12.879
1976,8,0.026,0.542,11.396
1976,9,0.899,0.163,6.309
1976,10,-0.991,0.251,-3.011
1976,11,0.590,0.165,-10.92
1976,12,-1.641,0.153,-21.341
1977,1,3.348,0.207,-20.152
1977,2,3.762,0.257,-17.158
1977,3,2.949,0.211,-12.791
1977,4,1.664,0.204,-4.936
1977,5,1.753,0.384,4.133
1977,6,0.566,0.198,9.816
1977,7,-0.528,0.199,12.342
1977,8,-0.735,0.247,10.635
1977,9,0.431,0.232,5.841
1977,10,1.081,0.221,-0.939
1977,11,0.365,0.230,-11.145
1977,12,-2.232,0.247,-21.932
1978,1,0.550,0.239,-22.95
1978,2,2.933,0.223,-17.987
1978,3,-0.771,0.200,-16.511
1978,4,-0.633,0.205,-7.233
1978,5,-0.261,0.208,2.119
1978,6,-1.034,0.193,8.216
1978,7,-0.827,0.415,12.043
1978,8,-0.871,0.208,10.499
1978,9,-0.321,0.228,5.089
1978,10,-1.651,0.230,-3.671
1978,11,-2.356,0.270,-13.866
1978,12,0.438,0.259,-19.262
1979,1,1.312,0.225,-22.188
1979,2,-6.478,0.188,-27.398
1979,3,0.174,0.230,-15.566
1979,4,-0.411,0.272,-7.011
1979,5,-0.052,0.417,2.328
1979,6,-0.335,0.279,8.915
1979,7,0.646,0.227,13.516
1979,8,-0.527,0.231,10.843
1979,9,0.207,0.195,5.617
1979,10,0.057,0.249,-1.963
1979,11,2.004,0.264,-9.506
1979,12,2.226,0.184,-17.474
1980,1,1.073,0.272,-22.427
1980,2,2.542,0.260,-18.378
1980,3,0.818,0.340,-14.922
1980,4,1.940,0.434,-4.66
1980,5,1.855,0.267,4.235
1980,6,-0.065,0.348,9.185
1980,7,-0.314,0.297,12.556
1980,8,0.323,0.514,11.693
1980,9,-1.199,0.251,4.211
1980,10,0.558,0.194,-1.462
1980,11,1.339,0.289,-10.171
1980,12,-3.007,0.225,-22.707
1981,1,6.717,0.307,-16.783
1981,2,4.140,0.204,-16.78
1981,3,5.017,0.280,-10.723
1981,4,-0.777,0.218,-7.377
1981,5,1.024,0.230,3.404
1981,6,-0.264,0.221,8.986
1981,7,0.519,0.192,13.389
1981,8,1.365,0.179,12.735
1981,9,0.749,0.233,6.159
1981,10,0.314,0.213,-1.706
1981,11,3.138,0.286,-8.372
1981,12,2.570,0.213,-17.13
1982,1,-3.767,0.349,-27.267
1982,2,-1.354,0.198,-22.274
1982,3,-1.017,0.248,-16.757
1982,4,-2.089,0.185,-8.689
1982,5,-0.104,0.251,2.276
1982,6,-0.234,0.231,9.016
1982,7,0.229,0.220,13.099
1982,8,-1.354,0.204,10.016
1982,9,0.212,0.186,5.622
1982,10,0.224,0.235,-1.796
1982,11,-2.408,0.323,-13.918
1982,12,-0.112,0.363,-19.812
1983,1,1.468,0.266,-22.032
1983,2,0.204,0.220,-20.716
1983,3,0.256,0.225,-15.484
1983,4,0.347,0.299,-6.253
1983,5,-2.379,0.248,0.001
1983,6,0.736,0.280,9.986
1983,7,0.239,0.254,13.109
1983,8,0.811,0.201,12.181
1983,9,0.494,0.247,5.904
1983,10,0.149,0.329,-1.871
1983,11,2.310,0.265,-9.2
1983,12,-2.862,0.352,-22.562
1984,1,-0.022,0.194,-23.522
1984,2,3.539,0.320,-17.381
1984,3,0.708,0.234,-15.032
1984,4,2.491,0.299,-4.109
1984,5,0.130,0.183,2.51
1984,6,0.631,0.270,9.881
1984,7,0.560,0.267,13.43
1984,8,0.860,0.242,12.23
1984,9,-1.240,0.265,4.17
1984,10,-0.384,0.286,-2.404
1984,11,-1.260,0.237,-12.77
1984,12,-2.842,0.247,-22.542
1985,1,3.708,0.299,-19.792
1985,2,-1.619,0.196,-22.539
1985,3,1.354,0.190,-14.386
1985,4,-0.989,0.209,-7.589
1985,5,0.912,0.176,3.292
1985,6,-0.002,0.325,9.248
1985,7,-0.339,0.209,12.531
1985,8,-0.675,0.218,10.695
1985,9,0.187,0.258,5.597
1985,10,-0.547,0.389,-2.567
1985,11,-3.601,0.354,-15.111
1985,12,1.765,0.276,-17.935
1986,1,2.780,0.242,-20.72
1986,2,1.365,0.205,-19.555
1986,3,0.722,0.193,-15.018
1986,4,0.134,0.201,-6.466
1986,5,0.951,0.250,3.331
1986,6,-1.130,0.337,8.12
1986,7,-0.646,0.252,12.224
1986,8,-0.490,0.344,10.88
1986,9,-0.682,0.193,4.728
1986,10,-1.109,0.267,-3.129
1986,11,-4.070,0.237,-15.58
1986,12,2.849,0.190,-16.851
1987,1,4.601,0.177,-18.899
1987,2,3.114,0.176,-17.806
1987,3,1.535,0.193,-14.205
1987,4,1.850,0.195,-4.75
1987,5,-0.161,0.179,2.219
1987,6,0.494,0.235,9.744
1987,7,0.166,0.291,13.036
1987,8,-0.991,0.171,10.379
1987,9,1.704,0.256,7.114
1987,10,0.337,0.188,-1.683
1987,11,1.361,0.178,-10.149
1987,12,4.802,0.235,-14.898
1988,1,0.588,0.213,-22.912
1988,2,-0.012,0.186,-20.932
1988,3,2.916,0.268,-12.824
1988,4,2.092,0.163,-4.508
1988,5,0.677,0.268,3.057
1988,6,0.760,0.302,10.01
1988,7,0.615,0.235,13.485
1988,8,0.722,0.237,12.092
1988,9,0.629,0.236,6.039
1988,10,0.368,0.337,-1.652
1988,11,-0.224,0.191,-11.734
1988,12,0.301,0.235,-19.399
1989,1,0.359,0.242,-23.141
1989,2,0.056,0.197,-20.864
1989,3,-2.733,0.275,-18.473
1989,4,0.941,0.245,-5.659
1989,5,-0.069,0.313,2.311
1989,6,0.909,0.242,10.159
1989,7,1.114,0.213,13.984
1989,8,0.970,0.157,12.34
1989,9,0.701,0.259,6.111
1989,10,-0.116,0.244,-2.136
1989,11,-2.715,0.190,-14.225
1989,12,-1.201,0.248,-20.901
1990,1,1.744,0.240,-21.756
1990,2,-2.849,0.218,-23.769
1990,3,3.293,0.242,-12.447
1990,4,0.687,0.245,-5.913
1990,5,0.041,0.196,2.421
1990,6,0.391,0.228,9.641
1990,7,0.519,0.178,13.389
1990,8,0.283,0.276,11.653
1990,9,0.514,0.419,5.924
1990,10,-1.298,0.206,-3.318
1990,11,-1.979,0.329,-13.489
1990,12,-2.515,0.258,-22.215
1991,1,-1.114,0.216,-24.614
1991,2,2.553,0.160,-18.367
1991,3,1.058,0.180,-14.682
1991,4,1.668,0.233,-4.932
1991,5,1.322,0.229,3.702
1991,6,1.100,0.186,10.35
1991,7,0.328,0.184,13.198
1991,8,1.085,0.234,12.455
1991,9,0.112,0.198,5.522
1991,10,-1.440,0.167,-3.46
1991,11,-0.902,0.167,-12.412
1991,12,0.297,0.189,-19.403
1992,1,3.134,0.172,-20.366
1992,2,0.177,0.209,-20.743
1992,3,2.448,0.228,-13.292
1992,4,-0.933,0.231,-7.533
1992,5,-0.734,0.265,1.646
1992,6,-0.855,0.272,8.395
1992,7,-1.226,0.163,11.644
1992,8,-0.515,0.232,10.855
1992,9,-1.234,0.247,4.176
1992,10,-0.453,0.212,-2.473
1992,11,0.651,0.278,-10.859
1992,12,-0.509,0.294,-20.209
1993,1,1.762,0.336,-21.738
1993,2,-0.417,0.200,-21.337
1993,3,2.376,0.190,-13.364
1993,4,0.893,0.266,-5.707
1993,5,1.275,0.162,3.655
1993,6,0.346,0.170,9.596
1993,7,0.195,0.207,13.065
1993,8,0.337,0.231,11.707
1993,9,-0.370,0.194,5.04
1993,10,-0.148,0.211,-2.168
1993,11,-1.168,0.233,-12.678
1993,12,1.700,0.228,-18
1994,1,-2.490,0.299,-25.99
1994,2,-3.617,0.220,-24.537
1994,3,2.558,0.288,-13.182
1994,4,0.083,0.239,-6.517
1994,5,0.946,0.207,3.326
1994,6,1.177,0.202,10.427
1994,7,0.949,0.198,13.819
1994,8,0.389,0.181,11.759
1994,9,1.172,0.180,6.582
1994,10,1.833,0.170,-0.187
1994,11,0.989,0.228,-10.521
1994,12,2.340,0.175,-17.36
1995,1,3.674,0.167,-19.826
1995,2,-0.191,0.169,-21.111
1995,3,0.707,0.170,-15.033
1995,4,1.204,0.183,-5.396
1995,5,0.891,0.203,3.271
1995,6,1.992,0.206,11.242
1995,7,-0.204,0.195,12.666
1995,8,0.250,0.149,11.62
1995,9,0.690,0.207,6.1
1995,10,0.517,0.246,-1.503
1995,11,-1.577,0.221,-13.087
1995,12,-0.841,0.168,-20.541
1996,1,-2.074,0.164,-25.574
1996,2,1.969,0.186,-18.951
1996,3,-0.500,0.186,-16.24
1996,4,0.252,0.176,-6.348
1996,5,-1.014,0.155,1.366
1996,6,0.969,0.215,10.219
1996,7,0.611,0.258,13.481
1996,8,0.235,0.148,11.605
1996,9,0.911,0.156,6.321
1996,10,-1.231,0.177,-3.251
1996,11,-1.044,0.182,-12.554
1996,12,0.806,0.216,-18.894
1997,1,0.505,0.152,-22.995
1997,2,1.303,0.172,-19.617
1997,3,-0.988,0.195,-16.728
1997,4,-0.199,0.204,-6.799
1997,5,-0.637,0.223,1.743
1997,6,0.883,0.177,10.133
1997,7,0.749,0.293,13.619
1997,8,0.292,0.211,11.662
1997,9,1.263,0.138,6.673
1997,10,-0.933,0.159,-2.953
1997,11,1.702,0.201,-9.808
1997,12,4.407,0.178,-15.293
1998,1,0.012,0.208,-23.488
1998,2,4.740,0.172,-16.18
1998,3,2.238,0.172,-13.502
1998,4,3.762,0.170,-2.838
1998,5,2.930,0.209,5.31
1998,6,1.915,0.209,11.165
1998,7,1.615,0.214,14.485
1998,8,1.718,0.190,13.088
1998,9,2.167,0.192,7.577
1998,10,1.695,0.195,-0.325
1998,11,3.045,0.200,-8.465
1998,12,2.777,0.266,-16.923
1999,1,1.363,0.275,-22.137
1999,2,3.779,0.160,-17.141
1999,3,4.294,0.147,-11.446
1999,4,2.488,0.196,-4.112
1999,5,0.908,0.188,3.288
1999,6,0.866,0.169,10.116
1999,7,-0.048,0.175,12.822
1999,8,0.733,0.150,12.103
1999,9,1.387,0.188,6.797
1999,10,-0.437,0.209,-2.457
1999,11,2.132,0.192,-9.378
1999,12,3.459,0.222,-16.241
2000,1,1.488,0.189,-22.012
2000,2,3.193,0.170,-17.727
2000,3,4.306,0.201,-11.434
2000,4,0.222,0.151,-6.378
2000,5,-0.205,0.212,2.175
2000,6,-0.391,0.272,8.859
2000,7,0.866,0.171,13.736
2000,8,0.243,0.171,11.613
2000,9,-0.004,0.198,5.406
2000,10,0.333,0.141,-1.687
2000,11,1.607,0.142,-9.903
2000,12,-0.972,0.165,-20.672
2001,1,5.118,0.145,-18.382
2001,2,0.289,0.135,-20.631
2001,3,2.900,0.189,-12.84
2001,4,1.074,0.165,-5.526
2001,5,1.511,0.203,3.891
2001,6,0.450,0.214,9.7
2001,7,0.950,0.159,13.82
2001,8,1.227,0.152,12.597
2001,9,1.995,0.235,7.405
2001,10,0.210,0.213,-1.81
2001,11,2.069,0.166,-9.441
2001,12,4.055,0.137,-15.645
2002,1,2.606,0.220,-20.894
