Year,Month,TA,UC,T
1796,9,NaN,NaN,#VALUE!
1796,10,-1.354,3.580,-22.394
1796,11,-0.412,3.802,-27.682
1796,12,-0.999,3.610,-31.659
1797,1,0.546,7.356,-30.384
1797,2,-0.546,2.938,-31.246
1797,3,-0.872,3.287,-30.592
1797,4,-1.116,3.614,-24.296
1797,5,-0.129,3.842,-12.759
1797,6,0.790,2.816,-4.94
1797,7,0.669,3.064,-2.191
1797,8,0.595,2.890,-4.325
1797,9,1.053,3.056,-11.317
1797,10,0.737,3.247,-20.303
1797,11,-0.756,3.053,-28.026
1797,12,-0.688,2.628,-31.348
1798,1,-1.758,2.725,-32.688
1798,2,-0.703,3.744,-31.403
1798,3,2.797,3.065,-26.923
1798,4,0.226,3.173,-22.954
1798,5,0.779,3.695,-11.851
1798,6,0.239,2.716,-5.491
1798,7,0.975,2.759,-1.885
1798,8,0.077,3.190,-4.843
1798,9,0.082,3.371,-12.288
1798,10,-0.263,3.097,-21.303
1798,11,-0.116,4.030,-27.386
1798,12,-1.900,3.886,-32.56
1799,1,-1.401,3.391,-32.331
1799,2,-0.411,3.286,-31.111
1799,3,-1.430,2.891,-31.15
1799,4,0.437,2.943,-22.743
1799,5,0.069,2.732,-12.561
1799,6,-0.092,2.672,-5.822
1799,7,NaN,NaN,#VALUE!
1799,8,NaN,NaN,#VALUE!
1799,9,0.700,3.121,-11.67
1799,10,-0.034,2.713,-21.074
1799,11,-0.794,3.712,-28.064
1799,12,2.063,3.136,-28.597
1800,1,-0.198,2.686,-31.128
1800,2,0.010,3.910,-30.69
1800,3,0.959,2.744,-28.761
1800,4,0.183,2.939,-22.997
1800,5,0.409,3.237,-12.221
1800,6,0.833,2.784,-4.897
1800,7,-0.282,2.663,-3.142
1800,8,-0.329,2.642,-5.249
1800,9,-0.475,2.983,-12.845
1800,10,0.497,2.671,-20.543
1800,11,-1.044,2.754,-28.314
1800,12,-0.682,2.778,-31.342
1801,1,-1.535,3.314,-32.465
1801,2,-0.479,2.670,-31.179
1801,3,0.480,2.641,-29.24
1801,4,-0.606,2.795,-23.786
1801,5,-0.437,2.623,-13.067
1801,6,-0.891,2.913,-6.621
1801,7,0.604,3.039,-2.256
1801,8,-0.419,3.013,-5.339
1801,9,0.006,2.872,-12.364
1801,10,0.048,2.738,-20.992
1801,11,-1.335,2.655,-28.605
1801,12,-0.177,3.048,-30.837
1802,1,0.384,3.029,-30.546
1802,2,-3.009,2.612,-33.709
1802,3,-2.016,3.317,-31.736
1802,4,-1.414,2.573,-24.594
1802,5,-1.036,2.850,-13.666
1802,6,NaN,NaN,#VALUE!
1802,7,NaN,NaN,#VALUE!
1802,8,NaN,NaN,#VALUE!
1802,9,NaN,NaN,#VALUE!
1802,10,NaN,NaN,#VALUE!
1802,11,NaN,NaN,#VALUE!
1802,12,NaN,NaN,#VALUE!
1803,1,NaN,NaN,#VALUE!
1803,2,NaN,NaN,#VALUE!
1803,3,NaN,NaN,#VALUE!
1803,4,NaN,NaN,#VALUE!
1803,5,NaN,NaN,#VALUE!
1803,6,NaN,NaN,#VALUE!
1803,7,NaN,NaN,#VALUE!
1803,8,NaN,NaN,#VALUE!
1803,9,NaN,NaN,#VALUE!
1803,10,NaN,NaN,#VALUE!
1803,11,NaN,NaN,#VALUE!
1803,12,NaN,NaN,#VALUE!
1804,1,NaN,NaN,#VALUE!
1804,2,NaN,NaN,#VALUE!
1804,3,NaN,NaN,#VALUE!
1804,4,NaN,NaN,#VALUE!
1804,5,NaN,NaN,#VALUE!
1804,6,NaN,NaN,#VALUE!
1804,7,NaN,NaN,#VALUE!
1804,8,NaN,NaN,#VALUE!
1804,9,NaN,NaN,#VALUE!
1804,10,NaN,NaN,#VALUE!
1804,11,NaN,NaN,#VALUE!
1804,12,NaN,NaN,#VALUE!
1805,1,NaN,NaN,#VALUE!
1805,2,NaN,NaN,#VALUE!
1805,3,NaN,NaN,#VALUE!
1805,4,NaN,NaN,#VALUE!
1805,5,NaN,NaN,#VALUE!
1805,6,NaN,NaN,#VALUE!
1805,7,NaN,NaN,#VALUE!
1805,8,NaN,NaN,#VALUE!
1805,9,NaN,NaN,#VALUE!
1805,10,NaN,NaN,#VALUE!
1805,11,NaN,NaN,#VALUE!
1805,12,NaN,NaN,#VALUE!
1806,1,NaN,NaN,#VALUE!
1806,2,NaN,NaN,#VALUE!
1806,3,NaN,NaN,#VALUE!
1806,4,NaN,NaN,#VALUE!
1806,5,NaN,NaN,#VALUE!
1806,6,NaN,NaN,#VALUE!
1806,7,NaN,NaN,#VALUE!
1806,8,NaN,NaN,#VALUE!
1806,9,NaN,NaN,#VALUE!
1806,10,NaN,NaN,#VALUE!
1806,11,NaN,NaN,#VALUE!
