Year,Month,Temperature Anomaly,UC,Temperature 
1814,8,0.015,2.717,16.885
1814,9,-1.898,2.050,10.202
1814,10,-2.535,4.192,3.855
1814,11,-0.815,5.197,0.165
1814,12,1.585,5.008,-2.095
1815,1,-3.192,1.975,-10.182
1815,2,0.149,6.088,-5.851
1815,3,-0.207,4.504,-1.757
1815,4,-0.995,2.991,5.265
1815,5,-0.713,2.193,11.957
1815,6,-1.172,2.300,5.088
1815,7,-2.437,3.789,15.373
1815,8,-0.653,1.961,16.217
1815,9,-1.736,0.984,10.364
1815,10,-0.715,3.637,5.675
1815,11,-0.005,3.099,0.975
1815,12,-4.227,2.239,-7.907
1816,1,2.047,4.148,-4.943
1816,2,-3.862,3.739,-9.862
1816,3,0.482,3.820,-1.068
1816,4,-0.472,2.231,5.788
1816,5,-1.397,1.436,11.273
1816,6,-0.326,2.205,5.934
1816,7,-0.958,2.884,16.852
1816,8,-1.792,1.511,15.078
1816,9,-0.241,1.610,11.859
1816,10,-2.313,7.456,4.077
1816,11,-0.733,7.139,0.247
1816,12,-1.412,3.100,-5.092
1817,1,4.024,5.638,-2.966
1817,2,4.192,6.056,-1.808
1817,3,1.734,4.043,0.184
1817,4,-2.928,2.704,3.332
1817,5,-0.211,1.761,12.459
1817,6,-1.054,1.525,5.206
1817,7,-0.077,3.321,17.733
1817,8,1.270,1.353,18.14
1817,9,-2.000,3.696,10.1
1817,10,-4.184,4.661,2.206
1817,11,-1.168,2.510,-0.188
1817,12,-3.136,4.638,-6.816
1818,1,1.746,2.044,-5.244
1818,2,2.487,2.533,-3.513
1818,3,2.957,2.876,1.407
1818,4,-0.360,2.072,5.9
1818,5,-1.653,6.936,11.017
1818,6,-2.242,7.167,4.018
1818,7,0.373,2.487,18.183
1818,8,-1.408,2.538,15.462
1818,9,-0.705,2.503,11.395
1818,10,-0.965,5.234,5.425
1818,11,-0.696,3.228,0.284
1818,12,-1.016,2.390,-4.696
1819,1,3.375,2.957,-3.615
1819,2,1.644,4.875,-4.356
1819,3,1.317,7.695,-0.233
1819,4,-0.227,2.238,6.033
1819,5,-0.914,3.266,11.756
1819,6,0.859,4.289,7.119
1819,7,-0.151,2.018,17.659
1819,8,0.690,2.838,17.56
1819,9,1.512,2.857,13.612
1819,10,0.603,1.888,6.993
1819,11,-1.961,2.037,-0.981
1819,12,-6.546,2.969,-10.226
1820,1,-4.324,3.956,-11.314
1820,2,-1.218,3.734,-7.218
1820,3,0.561,2.068,-0.989
1820,4,1.267,2.162,7.527
1820,5,0.977,1.369,13.647
1820,6,-1.755,1.427,4.505
1820,7,-2.111,1.135,15.699
1820,8,0.269,2.224,17.139
1820,9,-0.411,2.279,11.689
1820,10,0.338,1.638,6.728
1820,11,-0.870,1.456,0.11
1820,12,-4.649,1.598,-8.329
1821,1,2.253,3.210,-4.737
1821,2,-0.914,4.802,-6.914
1821,3,-1.458,3.087,-3.008
1821,4,2.282,1.473,8.542
1821,5,0.836,2.664,13.506
1821,6,-3.442,3.382,2.818
1821,7,-2.178,2.486,15.632
1821,8,-2.405,1.336,14.465
1821,9,-0.473,1.061,11.627
1821,10,0.096,1.237,6.486
1821,11,1.387,2.469,2.367
1821,12,2.874,1.173,-0.806
1822,1,2.967,2.565,-4.023
1822,2,4.114,2.336,-1.886
1822,3,4.395,3.322,2.845
1822,4,2.617,2.245,8.877
1822,5,-0.005,0.779,12.665
1822,6,-2.271,1.179,3.989
1822,7,0.902,0.955,18.712
1822,8,-0.742,1.126,16.128
1822,9,-0.777,2.252,11.323
1822,10,0.944,1.900,7.334
1822,11,0.462,1.525,1.442
1822,12,-0.655,2.885,-4.335
1823,1,-6.389,2.143,-13.379
1823,2,-1.128,1.496,-7.128
1823,3,2.119,2.482,0.569
1823,4,-1.821,3.018,4.439
1823,5,-0.719,1.990,11.951
1823,6,0.961,2.303,7.221
1823,7,0.252,1.228,18.062
1823,8,1.100,1.321,17.97
1823,9,-0.063,1.612,12.037
1823,10,1.327,2.052,7.717
1823,11,0.654,3.152,1.634
1823,12,2.310,1.772,-1.37
1824,1,3.798,1.551,-3.192
1824,2,2.989,3.659,-3.011
1824,3,2.861,1.134,1.311
1824,4,0.218,1.306,6.478
1824,5,-1.830,1.364,10.84
1824,6,-2.000,2.920,4.26
1824,7,-1.366,2.292,16.444
1824,8,-0.302,1.417,16.568
1824,9,2.552,2.836,14.652
1824,10,0.305,1.059,6.695
1824,11,1.162,1.346,2.142
1824,12,4.122,2.319,0.442
1825,1,3.602,2.764,-3.388
1825,2,-0.013,1.503,-6.013
1825,3,-2.601,1.457,-4.151
1825,4,-1.592,1.855,4.668
1825,5,-1.169,1.618,11.501
1825,6,-0.590,1.685,5.67
1825,7,-1.661,2.737,16.149
1825,8,-0.923,2.901,15.947
1825,9,-0.607,2.186,11.493
1825,10,-0.270,1.837,6.12
1825,11,2.454,3.842,3.434
1825,12,1.744,1.178,-1.936
1826,1,-3.196,0.968,-10.186
1826,2,0.444,1.774,-5.556
1826,3,0.823,1.970,-0.727
1826,4,-1.066,2.467,5.194
1826,5,0.114,1.090,12.784
1826,6,0.585,2.351,6.845
1826,7,3.086,1.946,20.896
1826,8,1.019,2.645,17.889
1826,9,0.057,1.363,12.157
1826,10,0.409,1.794,6.799
1826,11,0.620,1.013,1.6
1826,12,2.815,2.217,-0.865
1827,1,2.742,3.601,-4.248
1827,2,-2.008,2.973,-8.008
1827,3,1.944,2.307,0.394
1827,4,1.808,3.077,8.068
1827,5,1.344,2.363,14.014
1827,6,2.173,2.625,8.433
1827,7,0.105,1.285,17.915
1827,8,-0.222,1.961,16.648
1827,9,-0.172,1.847,11.928
1827,10,-0.294,1.970,6.096
1827,11,-2.397,2.299,-1.417
1827,12,1.074,2.097,-2.606
1828,1,-3.946,1.790,-10.936
1828,2,-3.435,2.085,-9.435
1828,3,0.575,2.052,-0.975
1828,4,0.565,3.092,6.825
1828,5,-0.365,2.187,12.305
1828,6,0.534,2.391,6.794
1828,7,1.530,1.769,19.34
1828,8,-0.223,0.890,16.647
1828,9,-1.614,0.888,10.486
1828,10,-1.071,1.602,5.319
1828,11,-1.344,1.870,-0.364
1828,12,-3.195,3.440,-6.875
1829,1,-5.249,1.862,-12.239
1829,2,-3.965,2.539,-9.965
1829,3,-2.998,0.993,-4.548
1829,4,-1.022,1.382,5.238
1829,5,-1.334,2.023,11.336
1829,6,-0.917,2.045,5.343
1829,7,1.127,1.585,18.937
1829,8,-0.194,1.240,16.676
1829,9,1.803,0.872,13.903
1829,10,-2.561,0.934,3.829
1829,11,-4.794,1.955,-3.814
1829,12,-7.822,2.663,-11.502
1830,1,-5.110,2.633,-12.1
1830,2,-3.038,2.967,-9.038
1830,3,-0.263,0.989,-1.813
1830,4,-0.039,1.534,6.221
1830,5,-0.788,1.670,11.882
1830,6,0.502,2.718,6.762
1830,7,-0.805,1.911,17.005
1830,8,1.525,1.644,18.395
1830,9,-0.758,0.887,11.342
1830,10,-1.249,0.720,5.141
1830,11,0.552,2.411,1.532
1830,12,1.887,2.455,-1.793
1831,1,-2.702,3.438,-9.692
1831,2,1.089,6.372,-4.911
1831,3,-0.977,2.116,-2.527
1831,4,1.887,1.145,8.147
1831,5,-0.052,2.276,12.618
1831,6,-0.207,3.257,6.053
1831,7,0.360,1.129,18.17
1831,8,-1.101,1.916,15.769
1831,9,-1.619,1.669,10.481
1831,10,0.230,1.135,6.62
1831,11,-1.616,2.033,-0.636
1831,12,-1.494,4.112,-5.174
1832,1,0.376,2.400,-6.614
1832,2,0.672,2.413,-5.328
1832,3,-1.154,2.103,-2.704
1832,4,-2.001,1.801,4.259
1832,5,-1.552,2.531,11.118
1832,6,-2.096,2.483,4.164
1832,7,-3.566,3.203,14.244
1832,8,-1.175,2.670,15.695
1832,9,-2.398,1.693,9.702
1832,10,-0.793,1.053,5.597
1832,11,-4.025,1.961,-3.045
1832,12,-3.407,2.216,-7.087
1833,1,-0.706,2.480,-7.696
1833,2,2.919,1.709,-3.081
1833,3,0.165,2.728,-1.385
1833,4,-1.004,0.816,5.256
1833,5,0.664,1.043,13.334
1833,6,1.753,1.588,8.013
1833,7,0.136,1.492,17.946
1833,8,-3.301,1.371,13.569
1833,9,-0.102,1.504,11.998
1833,10,-1.474,1.123,4.916
1833,11,-0.361,2.611,0.619
1833,12,1.109,2.193,-2.571
1834,1,0.759,1.975,-6.231
1834,2,0.140,1.608,-5.86
1834,3,0.788,1.292,-0.762
1834,4,-1.176,2.104,5.084
1834,5,1.864,0.583,14.534
1834,6,-0.158,0.962,6.102
1834,7,2.284,1.649,20.094
1834,8,3.120,1.047,19.99
1834,9,0.749,1.290,12.849
1834,10,-0.502,1.052,5.888
1834,11,-0.317,1.236,0.663
1834,12,0.672,1.302,-3.008
1835,1,2.971,1.873,-4.019
1835,2,3.927,2.702,-2.073
1835,3,1.789,2.825,0.239
1835,4,-1.270,1.414,4.99
1835,5,-1.018,1.753,11.652
1835,6,0.642,1.728,6.902
1835,7,0.019,1.531,17.829
1835,8,-3.033,0.980,13.837
1835,9,-0.511,1.265,11.589
1835,10,-0.652,1.869,5.738
1835,11,-5.124,2.577,-4.144
1835,12,-5.483,3.275,-9.163
1836,1,-1.271,2.752,-8.261
1836,2,2.282,1.776,-3.718
1836,3,5.778,1.130,4.228
1836,4,2.115,2.290,8.375
1836,5,-3.054,1.913,9.616
1836,6,-1.037,1.817,5.223
1836,7,-2.105,0.890,15.705
1836,8,-2.498,3.269,14.372
1836,9,-0.800,2.123,11.3
1836,10,2.354,2.682,8.744
1836,11,-2.498,2.661,-1.518
1836,12,0.660,1.278,-3.02
1837,1,0.106,2.244,-6.884
1837,2,0.052,2.923,-5.948
1837,3,-0.518,1.982,-2.068
1837,4,0.734,1.540,6.994
1837,5,-0.188,3.102,12.482
1837,6,-1.947,1.979,4.313
1837,7,-2.708,2.207,15.102
1837,8,0.207,2.096,17.077
1837,9,-0.749,1.591,11.351
1837,10,-1.582,2.002,4.808
1837,11,0.669,2.198,1.649
1837,12,-4.289,2.838,-7.969
1838,1,-8.743,3.396,-15.733
1838,2,-3.224,1.774,-9.224
1838,3,-0.907,3.106,-2.457
1838,4,-1.197,2.633,5.063
1838,5,-0.102,1.261,12.568
1838,6,-1.127,1.036,5.133
1838,7,-0.996,0.985,16.814
1838,8,-1.995,1.266,14.875
1838,9,1.917,1.955,14.017
1838,10,-2.273,1.940,4.117
1838,11,-1.468,1.961,-0.488
1838,12,-0.453,1.555,-4.133
1839,1,0.722,1.769,-6.268
1839,2,-0.366,2.059,-6.366
1839,3,-4.775,1.659,-6.325
1839,4,-4.471,1.565,1.789
1839,5,2.377,1.033,15.047
1839,6,0.232,1.221,6.492
1839,7,1.330,1.733,19.14
1839,8,1.971,1.961,18.841
1839,9,2.121,1.657,14.221
1839,10,-0.334,2.215,6.056
1839,11,-0.866,1.309,0.114
1839,12,-6.636,1.863,-10.316
1840,1,0.721,1.920,-6.269
1840,2,-1.101,1.429,-7.101
1840,3,-2.160,2.875,-3.71
1840,4,-2.186,0.669,4.074
1840,5,-2.386,1.745,10.284
1840,6,-1.199,1.154,5.061
1840,7,0.011,1.062,17.821
1840,8,-1.478,1.654,15.392
1840,9,1.101,1.107,13.201
1840,10,-2.294,0.828,4.096
1840,11,-0.629,1.644,0.351
1840,12,-6.841,1.897,-10.521
1841,1,-0.600,2.195,-7.59
1841,2,-6.587,2.606,-12.587
1841,3,-0.242,0.967,-1.792
1841,4,0.396,2.001,6.656
1841,5,2.073,0.959,14.743
1841,6,1.397,1.145,7.657
1841,7,0.977,1.186,18.787
1841,8,1.142,0.980,18.012
1841,9,0.795,0.821,12.895
1841,10,1.793,1.087,8.183
1841,11,0.215,1.224,1.195
1841,12,2.447,2.692,-1.233
1842,1,-3.825,2.914,-10.815
1842,2,0.792,1.415,-5.208
1842,3,0.380,1.373,-1.17
1842,4,-3.658,1.190,2.602
1842,5,0.639,0.926,13.309
1842,6,-1.340,2.311,4.92
1842,7,-1.540,1.464,16.27
1842,8,0.523,1.097,17.393
1842,9,-0.659,0.916,11.441
1842,10,-2.469,0.965,3.921
1842,11,-2.552,1.570,-1.572
1842,12,3.013,1.645,-0.667
1843,1,4.157,1.166,-2.833
1843,2,6.948,1.678,0.948
1843,3,-0.203,1.116,-1.753
1843,4,-0.928,0.977,5.332
1843,5,-3.881,1.548,8.789
1843,6,0.510,0.947,6.77
1843,7,-0.895,0.760,16.915
1843,8,0.587,0.848,17.457
1843,9,-1.711,1.201,10.389
1843,10,-0.544,0.882,5.846
1843,11,-0.745,1.268,0.235
1843,12,3.295,2.401,-0.385
1844,1,-0.194,2.043,-7.184
1844,2,-0.354,1.033,-6.354
1844,3,-1.347,1.575,-2.897
1844,4,-1.901,1.408,4.359
1844,5,1.353,0.904,14.023
1844,6,-2.571,0.992,3.689
1844,7,-2.364,0.690,15.446
1844,8,-1.146,1.020,15.724
1844,9,0.170,0.851,12.27
1844,10,-0.601,0.665,5.789
1844,11,-2.948,0.768,-1.968
1844,12,-4.970,1.603,-8.65
1845,1,2.425,1.973,-4.565
1845,2,-6.542,2.303,-12.542
1845,3,-5.818,1.017,-7.368
1845,4,-1.805,1.224,4.455
1845,5,-1.753,0.936,10.917
1845,6,-0.427,0.769,5.833
1845,7,1.683,1.164,19.493
1845,8,-0.547,0.835,16.323
1845,9,-1.520,1.855,10.58
1845,10,-1.251,1.607,5.139
1845,11,1.264,1.354,2.244
1845,12,1.468,1.903,-2.212
1846,1,0.630,4.693,-6.36
1846,2,-0.080,2.328,-6.08
1846,3,3.611,0.572,2.061
1846,4,0.722,2.088,6.982
1846,5,-2.568,0.995,10.102
1846,6,-2.538,1.896,3.722
1846,7,1.124,1.849,18.934
1846,8,3.392,0.929,20.262
1846,9,0.011,0.982,12.111
1846,10,2.143,2.294,8.533
1846,11,-2.555,1.306,-1.575
1846,12,-1.906,1.460,-5.586
1847,1,-2.459,2.129,-9.449
1847,2,-0.012,1.870,-6.012
1847,3,-0.807,2.183,-2.357
1847,4,-1.667,1.909,4.593
1847,5,-0.662,1.092,12.008
1847,6,-0.463,1.403,5.797
1847,7,-1.461,1.538,16.349
1847,8,1.815,1.100,18.685
1847,9,0.737,0.991,12.837
1847,10,-1.597,0.637,4.793
1847,11,-0.048,1.159,0.932
1847,12,-2.337,1.954,-6.017
1848,1,-8.220,1.993,-15.21
1848,2,3.271,1.791,-2.729
1848,3,3.281,0.617,1.731
1848,4,3.929,0.781,10.189
1848,5,-0.469,1.553,12.201
1848,6,1.754,1.544,8.014
1848,7,0.347,1.290,18.157
1848,8,0.028,1.092,16.898
1848,9,-0.261,0.893,11.839
1848,10,0.978,1.023,7.368
1848,11,0.147,0.983,1.127
1848,12,0.143,1.723,-3.537
1849,1,-2.129,1.960,-9.119
1849,2,2.231,1.721,-3.769
1849,3,-1.258,1.959,-2.808
1849,4,-2.353,1.279,3.907
1849,5,-0.111,0.754,12.559
1849,6,-1.350,1.306,4.91
1849,7,-0.814,1.449,16.996
1849,8,-0.666,1.503,16.204
1849,9,-1.549,1.021,10.551
1849,10,-0.489,0.774,5.901
1849,11,0.765,2.111,1.745
1849,12,-4.216,1.215,-7.896
1850,1,-7.272,1.931,-14.262
1850,2,0.975,2.544,-5.025
1850,3,-2.707,1.747,-4.257
1850,4,-1.801,1.220,4.459
1850,5,1.358,0.793,14.028
1850,6,1.402,0.640,7.662
1850,7,0.475,0.971,18.285
1850,8,2.369,1.212,19.239
1850,9,-1.529,0.815,10.571
1850,10,-1.067,1.097,5.323
1850,11,-0.601,2.744,0.379
1850,12,1.657,2.368,-2.023
1851,1,-0.855,1.193,-7.845
1851,2,-0.973,1.459,-6.973
1851,3,-1.525,0.845,-3.075
1851,4,1.226,1.333,7.486
1851,5,-1.124,1.521,11.546
1851,6,-1.546,0.957,4.714
1851,7,-0.090,0.733,17.72
1851,8,0.001,0.585,16.871
1851,9,1.275,1.004,13.375
1851,10,1.669,1.552,8.059
1851,11,2.880,1.340,3.86
1851,12,1.892,1.667,-1.788
1852,1,2.370,1.021,-4.62
1852,2,-0.464,1.473,-6.464
1852,3,-1.407,1.515,-2.957
1852,4,-5.240,1.424,1.02
1852,5,-1.339,1.641,11.331
1852,6,0.969,0.906,7.229
1852,7,-1.009,0.697,16.801
1852,8,0.128,1.091,16.998
1852,9,-0.055,0.429,12.045
1852,10,-1.994,0.863,4.396
1852,11,-1.648,1.283,-0.668
1852,12,2.250,1.479,-1.43
1853,1,3.219,1.425,-3.771
1853,2,1.490,2.122,-4.51
1853,3,-2.150,1.009,-3.7
1853,4,-3.006,0.624,3.254
1853,5,-0.370,0.834,12.3
1853,6,0.517,1.008,6.777
1853,7,0.357,0.885,18.167
1853,8,-0.416,0.700,16.454
1853,9,-1.028,0.591,11.072
1853,10,1.503,0.929,7.893
1853,11,-2.037,1.110,-1.057
1853,12,-2.821,0.969,-6.501
1854,1,-1.932,1.775,-8.922
1854,2,-0.240,0.673,-6.24
1854,3,-1.248,0.615,-2.798
1854,4,-2.408,1.599,3.852
1854,5,2.513,0.531,15.183
1854,6,-0.888,0.453,5.372
1854,7,1.397,1.220,19.207
1854,8,0.753,0.988,17.623
1854,9,-1.781,0.312,10.319
1854,10,0.751,1.336,7.141
1854,11,-1.420,1.186,-0.44
1854,12,1.931,3.196,-1.749
1855,1,-2.312,1.973,-9.302
1855,2,-6.147,2.390,-12.147
1855,3,0.163,1.003,-1.387
1855,4,-0.764,1.298,5.496
1855,5,0.876,0.768,13.546
1855,6,2.033,1.139,8.293
1855,7,1.371,0.616,19.181
1855,8,-0.424,0.875,16.446
1855,9,-1.998,0.859,10.102
1855,10,1.938,1.379,8.328
1855,11,-2.017,0.724,-1.037
1855,12,-8.092,2.063,-11.772
1856,1,3.639,0.773,-3.351
1856,2,0.013,1.520,-5.987
1856,3,-3.916,1.545,-5.466
1856,4,-0.543,0.696,5.717
1856,5,-0.028,0.611,12.642
1856,6,0.035,1.546,6.295
1856,7,-1.355,1.337,16.455
1856,8,-2.597,0.953,14.273
1856,9,-0.734,0.675,11.366
1856,10,-0.888,0.888,5.502
1856,11,-4.463,0.624,-3.483
1856,12,1.957,1.399,-1.723
1857,1,1.496,1.264,-5.494
1857,2,-0.809,1.156,-6.809
1857,3,1.300,0.867,-0.25
1857,4,0.082,1.114,6.342
1857,5,-1.412,0.829,11.258
1857,6,-0.486,0.895,5.774
1857,7,-0.951,1.109,16.859
1857,8,-0.194,0.979,16.676
1857,9,-1.340,1.026,10.76
1857,10,1.160,0.696,7.55
1857,11,-1.140,0.641,-0.16
1857,12,2.851,1.058,-0.829
1858,1,-0.853,2.261,-7.843
1858,2,-3.118,1.416,-9.118
1858,3,-1.061,0.843,-2.611
1858,4,-2.008,1.349,4.252
1858,5,0.474,0.918,13.144
1858,6,-0.345,0.842,5.915
1858,7,2.209,0.824,20.019
1858,8,1.150,0.879,18.02
1858,9,0.434,1.195,12.534
1858,10,1.621,0.713,8.011
1858,11,-5.566,1.039,-4.586
1858,12,-0.776,0.940,-4.456
1859,1,3.525,1.258,-3.465
1859,2,3.507,1.302,-2.493
1859,3,1.465,1.125,-0.085
1859,4,0.344,0.870,6.604
1859,5,0.616,1.043,13.286
1859,6,0.413,1.357,6.673
1859,7,0.667,0.957,18.477
1859,8,1.486,0.639,18.356
1859,9,-0.385,0.748,11.715
1859,10,0.157,0.951,6.547
1859,11,-0.279,0.878,0.701
1859,12,-1.908,1.561,-5.588
1860,1,2.644,0.979,-4.346
1860,2,-0.118,0.609,-6.118
1860,3,-2.500,1.808,-4.05
1860,4,0.436,0.928,6.696
1860,5,-0.098,1.323,12.572
1860,6,0.983,0.708,7.243
1860,7,0.248,1.011,18.058
1860,8,0.526,0.933,17.396
1860,9,1.141,0.858,13.241
1860,10,-1.302,1.165,5.088
1860,11,-2.201,0.848,-1.221
1860,12,-3.229,1.421,-6.909
1861,1,-7.258,1.862,-14.248
1861,2,2.349,1.586,-3.651
1861,3,2.745,2.068,1.195
1861,4,-3.267,1.844,2.993
1861,5,-2.502,1.092,10.168
1861,6,0.654,0.590,6.914
1861,7,2.057,0.646,19.867
1861,8,-0.326,0.839,16.544
1861,9,-0.569,0.664,11.531
1861,10,-1.264,0.765,5.126
1861,11,0.519,1.071,1.499
1861,12,-0.830,1.449,-4.51
1862,1,-5.222,2.359,-12.212
1862,2,-5.202,1.467,-11.202
1862,3,0.573,1.458,-0.977
1862,4,-0.468,2.287,5.792
1862,5,0.231,0.851,12.901
1862,6,0.053,0.970,6.313
1862,7,-0.584,0.749,17.226
1862,8,-0.867,0.814,16.003
1862,9,-0.103,0.655,11.997
1862,10,-0.300,0.730,6.09
1862,11,-4.329,1.336,-3.349
1862,12,-6.292,2.228,-9.972
1863,1,5.016,0.980,-1.974
1863,2,3.728,2.739,-2.272
1863,3,2.425,1.236,0.875
1863,4,-1.289,0.789,4.971
1863,5,0.292,0.834,12.962
1863,6,-0.850,0.834,5.41
1863,7,-1.999,0.828,15.811
1863,8,0.031,0.826,16.901
1863,9,2.452,1.366,14.552
1863,10,0.815,0.664,7.205
1863,11,1.439,0.889,2.419
1863,12,0.626,2.396,-3.054
1864,1,-1.019,1.658,-8.009
1864,2,1.492,1.856,-4.508
1864,3,2.769,1.451,1.219
1864,4,-1.258,2.067,5.002
1864,5,-5.050,1.179,7.62
1864,6,1.343,1.159,7.603
1864,7,-1.007,1.123,16.803
1864,8,-2.108,0.845,14.762
1864,9,-0.727,0.805,11.373
1864,10,-2.486,1.059,3.904
1864,11,-4.205,1.343,-3.225
1864,12,-4.127,0.702,-7.807
1865,1,2.746,1.161,-4.244
1865,2,-4.934,0.823,-10.934
1865,3,-2.226,0.754,-3.776
1865,4,-1.558,1.239,4.702
1865,5,1.029,0.829,13.699
1865,6,-3.939,0.998,2.321
1865,7,2.404,1.275,20.214
1865,8,-1.420,0.804,15.45
1865,9,-1.450,0.717,10.65
1865,10,-1.066,0.808,5.324
1865,11,0.898,0.562,1.878
1865,12,0.554,1.282,-3.126
1866,1,5.120,1.345,-1.87
1866,2,0.328,2.052,-5.672
1866,3,1.163,1.832,-0.387
1866,4,0.682,1.374,6.942
1866,5,-1.724,0.831,10.946
1866,6,1.884,0.917,8.144
1866,7,-0.473,0.792,17.337
1866,8,-0.325,1.063,16.545
1866,9,3.178,0.599,15.278
1866,10,-2.767,0.735,3.623
1866,11,-1.141,0.502,-0.161
1866,12,-0.352,0.833,-4.032
1867,1,1.087,1.252,-5.903
1867,2,2.042,1.879,-3.958
1867,3,-4.092,0.732,-5.642
1867,4,-1.495,0.475,4.765
1867,5,-3.482,0.717,9.188
1867,6,-1.522,0.699,4.738
1867,7,-0.533,1.141,17.277
1867,8,-1.122,0.662,15.748
1867,9,-1.439,0.501,10.661
1867,10,0.249,0.714,6.639
1867,11,-3.105,1.519,-2.125
1867,12,-4.002,1.790,-7.682
1868,1,-1.688,0.920,-8.678
1868,2,0.291,1.709,-5.709
1868,3,0.784,1.492,-0.766
1868,4,-0.613,0.970,5.647
1868,5,0.168,1.140,12.838
1868,6,0.320,0.626,6.58
1868,7,1.174,0.762,18.984
1868,8,2.087,0.828,18.957
1868,9,0.808,1.001,12.908
1868,10,0.953,1.274,7.343
1868,11,-2.827,0.584,-1.847
1868,12,1.384,1.795,-2.296
1869,1,-1.320,1.692,-8.31
1869,2,5.140,1.921,-0.86
1869,3,2.031,1.512,0.481
1869,4,0.667,0.961,6.927
1869,5,0.913,1.015,13.583
1869,6,-1.487,0.766,4.773
1869,7,-0.349,0.937,17.461
1869,8,0.570,0.921,17.44
1869,9,0.029,0.768,12.129
1869,10,-0.182,0.799,6.208
1869,11,-0.424,1.196,0.556
1869,12,1.133,1.593,-2.547
1870,1,1.551,1.489,-5.439
1870,2,-6.406,1.560,-12.406
1870,3,-1.249,0.788,-2.799
1870,4,-0.811,0.847,5.449
1870,5,-1.074,1.007,11.596
1870,6,-1.710,1.487,4.55
1870,7,-0.167,1.023,17.643
1870,8,-1.446,0.795,15.424
1870,9,-1.914,0.660,10.186
1870,10,-1.846,0.997,4.544
1870,11,1.911,1.063,2.891
1870,12,-6.741,1.477,-10.421
1871,1,-3.084,1.151,-10.074
1871,2,-6.552,1.694,-12.552
1871,3,1.501,1.921,-0.049
1871,4,-2.134,1.010,4.126
1871,5,-3.929,0.858,8.741
1871,6,-1.128,0.810,5.132
1871,7,0.886,1.002,18.696
1871,8,-0.242,0.878,16.628
1871,9,-2.338,0.869,9.762
1871,10,-3.784,0.600,2.606
1871,11,-1.191,1.522,-0.211
1871,12,-2.169,1.353,-5.849
1872,1,2.490,1.276,-4.5
1872,2,-2.370,0.984,-8.37
1872,3,1.405,1.028,-0.145
1872,4,2.296,1.112,8.556
1872,5,3.970,1.040,16.64
1872,6,0.378,0.747,6.638
1872,7,-0.562,1.108,17.248
1872,8,-0.236,0.683,16.634
1872,9,0.330,0.532,12.43
1872,10,1.237,0.950,7.627
1872,11,2.324,0.608,3.304
1872,12,0.727,1.157,-2.953
1873,1,4.399,0.914,-2.591
1873,2,-0.185,1.106,-6.185
1873,3,1.712,0.851,0.162
1873,4,-2.163,0.790,4.097
1873,5,-2.027,0.965,10.643
1873,6,0.149,1.066,6.409
1873,7,0.495,1.080,18.305
1873,8,-0.035,0.749,16.835
1873,9,-0.380,0.843,11.72
1873,10,0.879,0.714,7.269
1873,11,0.013,1.376,0.993
1873,12,1.857,0.880,-1.823
1874,1,3.276,0.689,-3.714
1874,2,0.968,0.521,-5.032
1874,3,-0.579,0.675,-2.129
1874,4,-0.631,0.762,5.629
1874,5,-3.904,1.133,8.766
1874,6,-1.103,0.627,5.157
1874,7,0.062,0.754,17.872
1874,8,-0.640,0.897,16.23
1874,9,1.057,0.785,13.157
1874,10,1.337,0.685,7.727
1874,11,-1.523,0.617,-0.543
1874,12,1.024,0.816,-2.656
1875,1,-1.131,0.574,-8.121
1875,2,-2.722,1.267,-8.722
1875,3,-4.510,1.072,-6.06
1875,4,-4.038,0.934,2.222
1875,5,-0.791,0.769,11.879
1875,6,1.822,0.781,8.082
1875,7,0.724,0.543,18.534
1875,8,0.034,0.649,16.904
1875,9,-2.152,0.703,9.948
1875,10,-3.491,0.842,2.899
1875,11,-3.115,1.394,-2.135
1875,12,-6.944,1.135,-10.624
1876,1,-2.863,0.892,-9.853
1876,2,1.014,0.666,-4.986
1876,3,3.301,0.904,1.751
1876,4,1.982,0.644,8.242
1876,5,-4.433,1.084,8.237
1876,6,1.738,0.668,7.998
1876,7,0.129,0.804,17.939
1876,8,-0.240,0.738,16.63
1876,9,-0.020,0.581,12.08
1876,10,-1.207,0.703,5.183
1876,11,-4.867,1.017,-3.887
1876,12,-5.728,1.310,-9.408
1877,1,0.855,1.900,-6.135
1877,2,0.087,0.953,-5.913
1877,3,-1.342,0.958,-2.892
1877,4,-2.332,0.605,3.928
1877,5,-2.053,0.951,10.617
1877,6,-0.659,0.820,5.601
1877,7,-0.169,0.642,17.641
1877,8,-0.740,0.890,16.13
1877,9,-3.230,1.119,8.87
1877,10,-2.137,0.931,4.253
1877,11,1.948,0.985,2.928
1877,12,-0.766,1.285,-4.446
1878,1,0.018,1.217,-6.972
1878,2,2.265,0.858,-3.735
1878,3,0.512,0.987,-1.038
1878,4,0.918,0.913,7.178
1878,5,-1.398,1.069,11.272
1878,6,-0.020,0.794,6.24
1878,7,-2.543,0.841,15.267
1878,8,-0.435,0.804,16.435
1878,9,1.469,0.963,13.569
1878,10,2.244,0.984,8.634
1878,11,2.161,0.776,3.141
1878,12,1.339,0.531,-2.341
1879,1,-1.490,0.811,-8.48
1879,2,3.022,0.898,-2.978
1879,3,-1.262,0.676,-2.812
1879,4,-0.317,0.685,5.943
1879,5,-0.102,0.718,12.568
1879,6,0.158,0.818,6.418
