Year,Month,Temperature Anomaly,UC,Temperature
1814,2,-2.161,2.574,-10.731
1814,3,-1.894,4.502,-6.174
1814,4,1.166,2.501,1.866
1814,5,-2.272,4.176,4.508
1814,6,-1.529,1.304,10.791
1814,7,1.204,3.944,15.394
1814,8,0.051,3.143,13.041
1814,9,-0.773,2.146,7.657
1814,10,-1.423,4.849,1.587
1814,11,0.25,5.314,-2.5
1814,12,-1.023,5.042,-7.663
1815,1,-0.716,1.968,-9.606
1815,2,1.967,5.794,-6.603
1815,3,0.766,4.517,-3.514
1815,4,0.974,2.696,1.674
1815,5,-0.074,2.057,6.706
1815,6,-1.866,2.439,10.454
1815,7,-1.574,3.750,12.616
1815,8,0.34,2.348,13.33
1815,9,-0.575,1.434,7.855
1815,10,-0.224,3.741,2.786
1815,11,-0.169,3.666,-2.919
1815,12,-1.675,2.383,-8.315
1816,1,0.436,4.516,-8.454
1816,2,-3.195,3.856,-11.765
1816,3,-2.71,4.341,-6.99
1816,4,-0.707,2.462,-0.007
1816,5,-2.441,1.933,4.339
1816,6,-0.869,2.432,11.451
1816,7,0.382,2.581,14.572
1816,8,-1.468,1.824,11.522
1816,9,-0.666,1.915,7.764
1816,10,-2.095,7.468,0.915
1816,11,-1.18,7.300,-3.93
1816,12,0.058,3.329,-6.582
1817,1,3.249,5.389,-5.641
1817,2,3.127,5.327,-5.443
1817,3,-1.427,3.450,-5.707
1817,4,-1.044,2.649,-0.344
1817,5,0.447,2.287,7.227
1817,6,-1.205,1.943,11.115
1817,7,-0.212,3.591,13.978
1817,8,-1.224,1.856,11.766
1817,9,0.084,3.977,8.514
1817,10,-3.334,4.799,-0.324
1817,11,-0.193,2.317,-2.943
1817,12,-5.254,5.071,-11.894
1818,1,0.805,2.695,-8.085
1818,2,-0.901,2.356,-9.471
1818,3,0.203,2.677,-4.077
1818,4,-2.781,1.477,-2.081
1818,5,-0.444,7.388,6.336
1818,6,0.327,7.817,12.647
1818,7,2.171,2.881,16.361
1818,8,-2.097,2.620,10.893
1818,9,0.085,2.264,8.515
1818,10,0.514,5.775,3.524
1818,11,0.582,3.759,-2.168
1818,12,3.106,2.380,-3.534
1819,1,3.744,3.309,-5.146
1819,2,0.87,5.357,-7.7
1819,3,-0.012,7.729,-4.292
1819,4,-0.46,2.227,0.24
1819,5,0.228,3.495,7.008
1819,6,1.656,4.891,13.976
1819,7,3.121,2.275,17.311
1819,8,2.899,3.180,15.889
1819,9,1.356,3.024,9.786
1819,10,-2.412,2.217,0.598
1819,11,-3.118,1.839,-5.868
1819,12,-4.8,2.863,-11.44
1820,1,-5.77,3.458,-14.66
1820,2,1.042,3.863,-7.528
1820,3,-0.637,2.522,-4.917
1820,4,0.677,2.148,1.377
1820,5,0.929,1.736,7.709
1820,6,0.298,1.569,12.618
1820,7,0.668,1.533,14.858
1820,8,-0.499,2.716,12.491
1820,9,-0.279,2.475,8.151
1820,10,-1.599,2.178,1.411
1820,11,-2.124,1.539,-4.874
1820,12,-3.811,1.506,-10.451
1821,1,-2.55,3.371,-11.44
1821,2,1.087,5.107,-7.483
1821,3,-1.034,3.219,-5.314
1821,4,1.257,1.688,1.957
1821,5,0.283,3.043,7.063
1821,6,-3.133,3.612,9.187
1821,7,-1.895,3.592,12.295
1821,8,-1.608,1.674,11.382
1821,9,-0.18,2.248,8.25
1821,10,1.797,1.583,4.807
1821,11,-0.566,2.884,-3.316
1821,12,1.191,1.567,-5.449
1822,1,0.841,2.733,-8.049
1822,2,5.597,1.654,-2.973
1822,3,3.917,3.404,-0.363
1822,4,2.079,2.374,2.779
1822,5,1.514,1.316,8.294
1822,6,-0.838,1.276,11.482
1822,7,-0.197,1.244,13.993
1822,8,0.812,1.557,13.802
1822,9,-1.289,2.374,7.141
1822,10,-0.447,2.231,2.563
1822,11,0.801,2.198,-1.949
1822,12,1.232,2.696,-5.408
1823,1,-5.005,1.460,-13.895
1823,2,-1.784,1.539,-10.354
1823,3,1.024,2.076,-3.256
1823,4,-0.542,2.946,0.158
1823,5,-0.438,2.369,6.342
1823,6,0.116,1.898,12.436
1823,7,0.19,1.143,14.38
1823,8,0.881,1.350,13.871
1823,9,-0.902,1.687,7.528
1823,10,1.284,2.191,4.294
1823,11,0.105,3.419,-2.645
1823,12,0.607,1.343,-6.033
1824,1,2.818,1.493,-6.072
1824,2,3.149,3.746,-5.421
1824,3,-0.166,1.409,-4.446
1824,4,0.629,1.640,1.329
1824,5,-0.587,1.666,6.193
1824,6,0.587,3.032,12.907
1824,7,0.018,2.727,14.208
1824,8,-0.121,1.955,12.869
1824,9,1.435,3.481,9.865
1824,10,-2.432,1.237,0.578
1824,11,-1.775,1.571,-4.525
1824,12,-0.657,2.447,-7.297
1825,1,3.215,2.748,-5.675
1825,2,1.351,1.174,-7.219
1825,3,-0.188,1.664,-4.468
1825,4,0.909,1.690,1.609
1825,5,0.224,1.732,7.004
1825,6,-0.388,1.659,11.932
1825,7,-0.697,2.923,13.493
1825,8,-0.155,3.251,12.835
1825,9,-0.653,2.846,7.777
1825,10,-0.061,1.951,2.949
1825,11,-0.172,3.299,-2.922
1825,12,0.728,1.708,-5.912
1826,1,-1.086,1.496,-9.976
1826,2,4.404,1.387,-4.166
1826,3,1.987,1.940,-2.293
1826,4,0.32,2.302,1.02
1826,5,1.963,1.463,8.743
1826,6,1.962,2.016,14.282
1826,7,3.687,2.473,17.877
1826,8,2.105,2.459,15.095
1826,9,-0.726,1.627,7.704
1826,10,0.737,1.706,3.747
1826,11,0.145,1.478,-2.605
1826,12,1.577,2.165,-5.063
1827,1,-2.007,3.814,-10.897
1827,2,-2.951,2.753,-11.521
1827,3,-0.062,2.266,-4.342
1827,4,1.485,2.949,2.185
1827,5,2.664,2.289,9.444
1827,6,1.985,2.129,14.305
1827,7,-1.021,1.397,13.169
1827,8,-0.98,2.713,12.01
1827,9,0.824,1.664,9.254
1827,10,-1.382,1.737,1.628
1827,11,-2.44,1.856,-5.19
1827,12,1.782,2.697,-4.858
1828,1,-1.639,1.442,-10.529
1828,2,-1.328,2.365,-9.898
1828,3,-0.189,2.123,-4.469
1828,4,-0.352,3.015,0.348
1828,5,1.598,2.439,8.378
1828,6,1.213,2.221,13.533
1828,7,1.489,1.872,15.679
1828,8,-0.188,1.359,12.802
1828,9,-1.333,1.304,7.097
1828,10,-0.185,1.784,2.825
1828,11,-0.652,1.707,-3.402
1828,12,-1.013,3.357,-7.653
1829,1,-2.956,2.245,-11.846
1829,2,-3.809,2.650,-12.379
1829,3,-2.972,1.304,-7.252
1829,4,-2.532,1.505,-1.832
1829,5,0.046,2.271,6.826
1829,6,0.757,1.801,13.077
1829,7,1.169,1.722,15.359
1829,8,-1.158,1.354,11.832
1829,9,-0.129,1.168,8.301
1829,10,-2.378,1.285,0.632
1829,11,-3.534,1.635,-6.284
1829,12,-3.191,2.111,-9.831
1830,1,-2.071,2.650,-10.961
1830,2,-2.073,2.514,-10.643
1830,3,1.183,1.378,-3.097
1830,4,0.247,1.417,0.947
1830,5,-0.642,1.679,6.138
1830,6,-0.238,2.416,12.082
1830,7,0.843,2.362,15.033
1830,8,-1.395,2.173,11.595
1830,9,-0.525,1.387,7.905
1830,10,-0.464,0.892,2.546
1830,11,0.366,3.524,-2.384
1830,12,-2.828,2.200,-9.468
1831,1,-3.624,3.399,-12.514
1831,2,-0.167,6.825,-8.737
1831,3,-1.804,2.401,-6.084
1831,4,0.608,1.236,1.308
1831,5,0.309,2.634,7.089
1831,6,1.81,3.722,14.13
1831,7,2.385,1.610,16.575
1831,8,1.373,2.082,14.363
1831,9,-1.165,1.778,7.265
1831,10,0.58,1.514,3.59
1831,11,-1.687,2.000,-4.437
1831,12,0.453,4.145,-6.187
1832,1,1.545,2.493,-7.345
1832,2,3.325,3.020,-5.245
1832,3,1.638,2.159,-2.642
1832,4,1.679,1.881,2.379
1832,5,-1.349,2.339,5.431
1832,6,0.7,2.816,13.02
1832,7,-2.178,3.077,12.012
1832,8,-0.932,2.950,12.058
1832,9,-2.325,1.903,6.105
1832,10,0.859,1.603,3.869
1832,11,-0.487,2.034,-3.237
1832,12,1.07,2.345,-5.57
1833,1,1.612,3.161,-7.278
1833,2,1.236,1.572,-7.334
1833,3,-1.723,2.734,-6.003
1833,4,-1.315,1.152,-0.615
1833,5,1.718,1.566,8.498
1833,6,0.368,2.044,12.688
1833,7,0.457,2.077,14.647
1833,8,-2.903,1.574,10.087
1833,9,0.685,1.478,9.115
1833,10,0.712,1.657,3.722
1833,11,0.51,2.859,-2.24
1833,12,-1.189,2.458,-7.829
1834,1,-1.199,2.360,-10.089
1834,2,2.852,1.679,-5.718
1834,3,1.555,1.252,-2.725
1834,4,-0.192,2.219,0.508
1834,5,0.534,1.148,7.314
1834,6,-0.435,1.726,11.885
1834,7,2.819,1.776,17.009
1834,8,2.038,1.793,15.028
1834,9,-0.098,1.679,8.332
1834,10,-0.795,1.339,2.215
1834,11,-1.689,1.219,-4.439
1834,12,0.22,1.541,-6.42
1835,1,1.79,1.764,-7.1
1835,2,2.39,2.732,-6.18
1835,3,0.575,2.830,-3.705
1835,4,-1.3,1.588,-0.6
1835,5,-1.969,1.813,4.811
1835,6,-0.197,2.000,12.123
1835,7,-0.596,1.679,13.594
1835,8,-1.937,1.165,11.053
1835,9,0.912,1.746,9.342
1835,10,-0.209,1.881,2.801
1835,11,-2.287,2.814,-5.037
1835,12,-2.849,3.664,-9.489
1836,1,-0.838,2.213,-9.728
1836,2,0.945,1.605,-7.625
1836,3,1.478,1.597,-2.802
1836,4,0.554,2.271,1.254
1836,5,-1.783,1.799,4.997
1836,6,-1.522,1.757,10.798
1836,7,-1.349,1.292,12.841
1836,8,-2.406,3.282,10.584
1836,9,-2.438,2.271,5.992
1836,10,-0.553,2.871,2.457
1836,11,-2.305,3.106,-5.055
1836,12,-1.749,1.507,-8.389
1837,1,-1.538,2.761,-10.428
1837,2,2.986,3.169,-5.584
1837,3,-3.123,1.986,-7.403
1837,4,-1.423,1.569,-0.723
1837,5,-0.97,3.064,5.81
1837,6,-1.74,1.820,10.58
1837,7,-2.034,2.304,12.156
1837,8,-0.323,1.651,12.667
1837,9,-0.509,1.841,7.921
1837,10,-0.342,2.082,2.668
1837,11,0.182,2.370,-2.568
1837,12,0.087,2.539,-6.553
1838,1,-5.783,3.297,-14.673
1838,2,-4.482,2.223,-13.052
1838,3,-2.596,2.973,-6.876
1838,4,-2.354,2.434,-1.654
1838,5,-1.277,1.343,5.503
1838,6,-1.326,1.430,10.994
1838,7,-0.114,1.582,14.076
1838,8,-1.82,1.781,11.17
1838,9,0.387,2.156,8.817
1838,10,-1.68,2.153,1.33
1838,11,-2.088,2.407,-4.838
1838,12,0.128,1.919,-6.512
1839,1,-0.182,2.245,-9.072
1839,2,1.2,2.403,-7.37
1839,3,-4.325,2.110,-8.605
1839,4,-3.247,1.749,-2.547
1839,5,0.543,1.589,7.323
1839,6,-0.964,1.335,11.356
1839,7,1.28,1.941,15.47
1839,8,-1.043,1.989,11.947
1839,9,0.639,1.794,9.069
1839,10,0.964,2.449,3.974
1839,11,-1.15,1.583,-3.9
1839,12,-3.231,2.499,-9.871
1840,1,0.061,1.983,-8.829
1840,2,1.926,1.585,-6.644
1840,3,-0.008,2.739,-4.288
1840,4,0.324,1.546,1.024
1840,5,-2.287,1.704,4.493
1840,6,-1.167,1.401,11.153
1840,7,-1.269,1.464,12.921
1840,8,0.069,1.911,13.059
1840,9,0.251,1.618,8.681
1840,10,-2.635,1.556,0.375
1840,11,-0.645,1.764,-3.395
1840,12,-2.161,1.620,-8.801
1841,1,-3.432,1.922,-12.322
1841,2,-1,2.438,-9.57
1841,3,0.991,1.495,-3.289
1841,4,1.189,2.748,1.889
1841,5,1.528,1.286,8.308
1841,6,-0.75,1.559,11.57
1841,7,-1.847,1.595,12.343
1841,8,-0.146,1.374,12.844
1841,9,-0.082,1.323,8.348
1841,10,-1.772,1.536,1.238
1841,11,-1.742,1.342,-4.492
1841,12,1.386,2.797,-5.254
1842,1,0.083,1.856,-8.807
1842,2,4.234,1.521,-4.336
1842,3,0.583,1.516,-3.697
1842,4,-0.38,1.584,0.32
1842,5,1.659,1.501,8.439
1842,6,-0.601,2.224,11.719
1842,7,-0.617,1.472,13.573
1842,8,2.141,1.621,15.131
1842,9,-0.511,1.416,7.919
1842,10,-1.986,1.346,1.024
1842,11,-2.687,1.789,-5.437
1842,12,2.618,1.799,-4.022
1843,1,2.472,1.584,-6.418
1843,2,0.788,1.523,-7.782
1843,3,-1.872,1.453,-6.152
1843,4,-2.283,1.151,-1.583
1843,5,-1.896,1.424,4.884
1843,6,-1.14,1.282,11.18
1843,7,0.184,1.170,14.374
1843,8,1.594,1.378,14.584
1843,9,-0.093,1.330,8.337
1843,10,-2.534,1.249,0.476
1843,11,-0.365,1.600,-3.115
1843,12,3.073,2.477,-3.567
1844,1,-0.825,1.896,-9.715
1844,2,-5.805,1.417,-14.375
1844,3,-2.091,1.584,-6.371
1844,4,0.421,1.761,1.121
1844,5,1.209,1.097,7.989
1844,6,-1.899,1.265,10.421
1844,7,-1.178,1.155,13.012
1844,8,0.192,1.224,13.182
1844,9,-0.519,1.198,7.911
1844,10,-0.845,1.114,2.165
1844,11,-2.316,1.185,-5.066
1844,12,-4.017,1.729,-10.657
1845,1,2.085,1.803,-6.805
1845,2,-5.442,2.346,-14.012
1845,3,-4.886,1.242,-9.166
1845,4,-0.8,1.277,-0.1
1845,5,-0.943,1.364,5.837
1845,6,-0.166,1.330,12.154
1845,7,0.69,1.449,14.88
1845,8,0.366,1.294,13.356
1845,9,-0.76,2.270,7.67
1845,10,-1.932,1.890,1.078
1845,11,1.077,1.582,-1.673
1845,12,-0.456,2.008,-7.096
1846,1,-0.145,4.994,-9.035
1846,2,0.02,2.335,-8.55
1846,3,2.263,1.242,-2.017
1846,4,0.391,2.455,1.091
1846,5,-0.791,1.262,5.989
1846,6,-0.041,2.196,12.279
1846,7,1.178,2.052,15.368
1846,8,3.891,1.224,16.881
1846,9,0.528,1.457,8.958
1846,10,2.2,2.464,5.21
1846,11,0.363,1.980,-2.387
1846,12,-4.44,1.938,-11.08
1847,1,-0.122,2.265,-9.012
1847,2,-1.099,1.751,-9.669
1847,3,-0.552,2.334,-4.832
1847,4,-2.818,1.962,-2.118
1847,5,-0.59,1.275,6.19
1847,6,0.361,1.348,12.681
1847,7,-0.125,1.838,14.065
1847,8,1.019,1.461,14.009
1847,9,-0.203,1.333,8.227
1847,10,-1.763,1.123,1.247
1847,11,2.692,1.588,-0.058
1847,12,1.082,2.172,-5.558
1848,1,-3.054,2.133,-11.944
1848,2,1.442,1.955,-7.128
1848,3,1.098,1.142,-3.182
1848,4,0.673,1.084,1.373
1848,5,0.665,1.835,7.445
1848,6,-0.377,1.586,11.943
1848,7,-1.27,1.565,12.92
1848,8,-1.131,1.075,11.859
1848,9,-0.497,1.170,7.933
1848,10,-1.409,1.398,1.601
1848,11,-2.008,1.053,-4.758
1848,12,-0.469,1.686,-7.109
1849,1,-2.851,2.157,-11.741
1849,2,2.201,2.221,-6.369
1849,3,-0.244,2.226,-4.524
1849,4,-1.288,1.275,-0.588
1849,5,0.261,1.093,7.041
1849,6,-2.789,1.672,9.531
1849,7,-0.3,1.891,13.89
1849,8,-0.668,1.520,12.322
1849,9,-0.953,1.066,7.477
1849,10,-2.196,1.003,0.814
1849,11,-0.988,2.180,-3.738
1849,12,-1.963,0.977,-8.603
1850,1,-4.979,2.212,-13.869
1850,2,1.94,2.674,-6.63
1850,3,-2.754,1.939,-7.034
1850,4,0.327,1.574,1.027
1850,5,0.82,1.074,7.6
1850,6,-0.428,1.008,11.892
1850,7,0.338,1.177,14.528
1850,8,0.087,1.069,13.077
1850,9,-1.063,1.025,7.367
1850,10,-2.115,1.360,0.895
1850,11,-1.701,2.787,-4.451
1850,12,1.29,2.427,-5.35
1851,1,1.641,1.082,-7.249
1851,2,1.417,1.776,-7.153
1851,3,-2.099,1.021,-6.379
1851,4,0.221,1.396,0.921
1851,5,-1.368,1.294,5.412
1851,6,-1.031,1.408,11.289
1851,7,-0.176,0.833,14.014
1851,8,-1.391,0.932,11.599
1851,9,0.41,0.960,8.84
1851,10,1.087,1.841,4.097
1851,11,-1.172,2.184,-3.922
1851,12,2.377,1.664,-4.263
1852,1,0.894,1.326,-7.996
1852,2,0.275,1.777,-8.295
1852,3,0.131,1.605,-4.149
1852,4,-2.336,1.320,-1.636
1852,5,1.228,1.990,8.008
1852,6,1.711,0.944,14.031
1852,7,1.767,0.768,15.957
1852,8,1.88,1.209,14.87
1852,9,0.338,0.711,8.768
1852,10,-3.587,0.975,-0.577
1852,11,-3.077,1.447,-5.827
1852,12,-0.315,1.476,-6.955
1853,1,2.184,2.436,-6.706
1853,2,-2.559,2.543,-11.129
1853,3,-5.035,1.464,-9.315
1853,4,-1.701,1.045,-1.001
1853,5,0.213,1.162,6.993
1853,6,2.227,0.869,14.547
1853,7,1.607,0.900,15.797
1853,8,-0.573,0.855,12.417
1853,9,0.556,1.009,8.986
1853,10,-0.349,1.400,2.661
1853,11,0.857,1.093,-1.893
1853,12,-0.352,1.163,-6.992
1854,1,-1.671,1.740,-10.561
1854,2,1.102,0.729,-7.468
1854,3,2.286,1.129,-1.994
1854,4,0.231,1.916,0.931
1854,5,1.282,0.910,8.062
1854,6,0.837,0.624,13.157
1854,7,1.711,1.239,15.901
1854,8,1.349,1.052,14.339
1854,9,-0.66,0.782,7.77
1854,10,-0.538,1.381,2.472
1854,11,-2.065,1.279,-4.815
1854,12,-0.151,2.858,-6.791
1855,1,-1.503,1.304,-10.393
1855,2,-4.997,1.800,-13.567
1855,3,-2.291,1.090,-6.571
1855,4,-0.521,1.860,0.179
1855,5,-0.968,0.969,5.812
1855,6,-0.364,1.245,11.956
1855,7,2.895,1.200,17.085
1855,8,-0.422,0.899,12.568
1855,9,-0.942,0.865,7.488
1855,10,-1.08,1.627,1.93
1855,11,-0.595,0.964,-3.345
1855,12,-4.199,1.928,-10.839
1856,1,-0.389,0.722,-9.279
1856,2,-0.797,1.466,-9.367
1856,3,-1.617,1.596,-5.897
1856,4,-0.225,1.134,0.475
1856,5,-1.871,0.785,4.909
1856,6,-1.555,1.766,10.765
1856,7,-1.11,1.338,13.08
1856,8,-2.945,1.091,10.045
1856,9,-1.195,0.928,7.235
1856,10,-0.25,0.919,2.76
1856,11,-4.776,0.746,-7.526
1856,12,-1.809,1.959,-8.449
1857,1,-3.05,1.041,-11.94
1857,2,2.504,1.328,-6.066
1857,3,0.261,1.067,-4.019
1857,4,-0.796,1.199,-0.096
1857,5,-0.96,1.015,5.82
1857,6,-2.123,1.179,10.197
1857,7,-0.743,1.235,13.447
1857,8,1.436,1.340,14.426
1857,9,0.004,1.250,8.434
1857,10,0.65,1.104,3.66
1857,11,1.037,0.947,-1.713
1857,12,3.18,0.998,-3.46
1858,1,2.452,1.847,-6.438
1858,2,1.016,1.140,-7.554
1858,3,-0.244,1.066,-4.524
1858,4,-0.836,1.795,-0.136
1858,5,0.035,0.911,6.815
1858,6,0.783,1.041,13.103
1858,7,2.013,0.920,16.203
1858,8,1.706,1.053,14.696
1858,9,1.7,1.186,10.13
1858,10,-0.455,0.935,2.555
1858,11,-3.137,1.208,-5.887
1858,12,-0.111,1.005,-6.751
1859,1,3.548,1.018,-5.342
1859,2,3.263,1.164,-5.307
1859,3,0.453,1.136,-3.827
1859,4,-1.516,1.083,-0.816
1859,5,0.324,1.555,7.104
1859,6,0.537,1.108,12.857
1859,7,-0.459,1.190,13.731
1859,8,0.07,0.867,13.06
1859,9,0.428,0.708,8.858
1859,10,-1.597,0.770,1.413
1859,11,-0.006,0.909,-2.756
1859,12,-1.915,1.477,-8.555
1860,1,-0.601,1.405,-9.491
1860,2,-2.222,0.899,-10.792
1860,3,-1.601,2.063,-5.881
1860,4,-0.51,1.037,0.19
1860,5,-1.258,1.299,5.522
1860,6,0.324,0.635,12.644
1860,7,-0.116,1.348,14.074
1860,8,-0.125,0.850,12.865
1860,9,-0.732,0.688,7.698
1860,10,-1.353,1.281,1.657
1860,11,-1.245,0.702,-3.995
1860,12,-5.359,1.785,-11.999
1861,1,-3.398,2.219,-12.288
1861,2,1.656,1.821,-6.914
1861,3,0.918,2.108,-3.362
1861,4,-0.547,1.766,0.153
1861,5,-2.642,0.960,4.138
1861,6,1.462,1.042,13.782
1861,7,1.798,0.612,15.988
1861,8,0.074,0.697,13.064
1861,9,-1.052,0.847,7.378
1861,10,1.517,0.681,4.527
1861,11,-2.267,1.065,-5.017
1861,12,2.393,1.553,-4.247
1862,1,-3.324,2.273,-12.214
1862,2,-2.199,1.825,-10.769
1862,3,-3.357,1.667,-7.637
1862,4,-0.064,2.266,0.636
1862,5,1.267,0.935,8.047
1862,6,-1.069,0.976,11.251
1862,7,-2.362,0.654,11.828
1862,8,-1.944,0.945,11.046
1862,9,-0.525,0.543,7.905
1862,10,0.092,0.713,3.102
1862,11,1.672,1.293,-1.078
1862,12,-0.345,1.872,-6.985
1863,1,3.751,1.074,-5.139
1863,2,5.345,2.974,-3.225
1863,3,0.405,1.347,-3.875
1863,4,0.677,0.714,1.377
1863,5,-1.385,0.525,5.395
1863,6,0.727,0.978,13.047
1863,7,-1.821,0.567,12.369
1863,8,-1.088,0.826,11.902
1863,9,0.7,1.299,9.13
1863,10,0.889,0.580,3.899
1863,11,1.332,0.859,-1.418
1863,12,0.478,2.734,-6.162
1864,1,0.601,1.656,-8.289
1864,2,0.384,2.148,-8.186
1864,3,-1.65,1.448,-5.93
1864,4,-0.641,2.026,0.059
1864,5,-3.105,0.868,3.675
1864,6,-0.964,1.153,11.356
1864,7,0.084,1.432,14.274
1864,8,-3.028,1.225,9.962
1864,9,-0.636,0.746,7.794
1864,10,-4.223,0.969,-1.213
1864,11,-3.605,1.530,-6.355
1864,12,0.212,1.150,-6.428
1865,1,0.202,1.335,-8.688
1865,2,-3.44,0.741,-12.01
1865,3,-3.086,0.692,-7.366
1865,4,0.739,1.230,1.439
1865,5,0.479,0.747,7.259
1865,6,-3.049,0.664,9.271
1865,7,1.062,1.222,15.252
1865,8,-1.727,1.030,11.263
1865,9,0.396,1.082,8.826
1865,10,-2.682,0.816,0.328
1865,11,1.073,0.750,-1.677
1865,12,2.98,1.344,-3.66
1866,1,3.763,1.484,-5.127
1866,2,-0.274,1.899,-8.844
1866,3,-4.64,1.919,-8.92
1866,4,0.066,1.513,0.766
1866,5,-2.037,0.945,4.743
1866,6,0.687,0.710,13.007
1866,7,-1.18,0.742,13.01
1866,8,0.183,0.949,13.173
1866,9,1.767,0.790,10.197
1866,10,-0.35,0.664,2.66
1866,11,-2.937,0.624,-5.687
1866,12,-2.595,0.606,-9.235
1867,1,-6.562,1.447,-15.452
1867,2,2.252,1.874,-6.318
1867,3,-2.88,0.627,-7.16
1867,4,-2.982,0.603,-2.282
1867,5,-5,0.680,1.78
1867,6,-3.107,0.560,9.213
1867,7,-1.641,1.176,12.549
1867,8,-0.186,0.813,12.804
1867,9,-0.508,0.773,7.922
1867,10,-0.106,0.932,2.904
1867,11,-1.79,1.577,-4.54
1867,12,-5.973,1.861,-12.613
1868,1,-0.841,1.185,-9.731
1868,2,1.515,1.815,-7.055
1868,3,1.482,1.539,-2.798
1868,4,-0.016,1.134,0.684
1868,5,1.005,0.971,7.785
1868,6,-0.186,0.511,12.134
1868,7,1.025,0.586,15.215
1868,8,2.359,0.443,15.349
1868,9,-1.112,0.589,7.318
1868,10,-0.552,1.309,2.458
1868,11,-1.13,0.633,-3.88
1868,12,-0.67,1.852,-7.31
1869,1,2.019,1.584,-6.871
1869,2,3.513,2.157,-5.057
1869,3,-0.963,1.545,-5.243
1869,4,1.148,0.798,1.848
1869,5,-1.816,0.700,4.964
1869,6,-1.925,0.686,10.395
1869,7,-0.345,0.599,13.845
1869,8,-1.426,0.753,11.564
1869,9,-0.143,0.864,8.287
1869,10,-1.969,0.797,1.041
1869,11,-1.967,0.865,-4.717
1869,12,-0.334,1.315,-6.974
1870,1,1.028,1.460,-7.862
1870,2,-2.399,1.130,-10.969
1870,3,-1.206,0.688,-5.486
1870,4,1.343,0.898,2.043
1870,5,-0.746,0.550,6.034
1870,6,-0.377,1.615,11.943
1870,7,0.256,0.918,14.446
1870,8,-0.166,0.695,12.824
1870,9,0.113,0.643,8.543
1870,10,-2.275,0.933,0.735
1870,11,-0.712,1.131,-3.462
1870,12,-4.728,1.072,-11.368
1871,1,-2.65,1.195,-11.54
1871,2,-7.349,2.364,-15.919
1871,3,2.915,1.778,-1.365
1871,4,-2.787,0.651,-2.087
1871,5,-2.105,0.758,4.675
1871,6,-2.632,0.743,9.688
1871,7,0.212,0.949,14.402
1871,8,-0.412,0.767,12.578
1871,9,-2.045,0.681,6.385
1871,10,-1.147,0.426,1.863
1871,11,-4.018,1.972,-6.768
1871,12,-2.479,1.087,-9.119
1872,1,3.155,0.949,-5.735
1872,2,2.947,0.809,-5.623
1872,3,0.095,1.066,-4.185
1872,4,0.935,0.938,1.635
1872,5,0.124,0.974,6.904
1872,6,1.33,1.030,13.65
1872,7,1.367,1.261,15.557
1872,8,-1.161,0.558,11.829
1872,9,-1.568,0.439,6.862
1872,10,1.177,0.867,4.187
1872,11,1.022,0.528,-1.728
1872,12,-2.39,1.238,-9.03
1873,1,3.36,0.984,-5.53
1873,2,1.141,1.057,-7.429
1873,3,-0.446,0.534,-4.726
1873,4,-1.234,0.825,-0.534
1873,5,-1.983,0.927,4.797
1873,6,0.504,0.824,12.824
1873,7,1.391,1.101,15.581
1873,8,-0.217,0.442,12.773
1873,9,0.432,0.769,8.862
1873,10,-1.09,0.581,1.92
1873,11,0.304,1.068,-2.446
1873,12,1.502,0.446,-5.138
1874,1,4.945,0.930,-3.945
1874,2,4.174,0.667,-4.396
1874,3,0.509,0.406,-3.771
1874,4,0.471,0.649,1.171
1874,5,-2.166,0.985,4.614
1874,6,-1.519,0.732,10.801
1874,7,-0.344,0.338,13.846
1874,8,-1.559,0.748,11.431
1874,9,0.013,0.686,8.443
1874,10,2.107,0.625,5.117
1874,11,-1.517,0.658,-4.267
1874,12,-4.923,0.649,-11.563
1875,1,-4.965,0.630,-13.855
1875,2,-1.443,1.052,-10.013
1875,3,-0.984,0.760,-5.264
1875,4,-1.277,0.809,-0.577
1875,5,0.803,0.584,7.583
1875,6,-0.516,0.646,11.804
1875,7,0.356,0.390,14.546
1875,8,-0.435,0.518,12.555
1875,9,-0.568,0.672,7.862
1875,10,-2.8,0.572,0.21
1875,11,-3.334,1.878,-6.084
1875,12,-2.174,1.032,-8.814
1876,1,0.685,0.893,-8.205
1876,2,-0.85,0.587,-9.42
1876,3,-1.136,0.804,-5.416
1876,4,-0.382,0.883,0.318
1876,5,-2.715,0.554,4.065
1876,6,1.68,0.898,14
1876,7,0.366,0.442,14.556
1876,8,0,0.642,12.99
1876,9,-0.31,0.288,8.12
1876,10,-0.735,0.533,2.275
1876,11,-3.469,1.079,-6.219
1876,12,-5.69,0.675,-12.33
1877,1,-1.368,1.207,-10.258
1877,2,-2.398,1.180,-10.968
1877,3,-3.868,0.295,-8.148
1877,4,-3.04,0.618,-2.34
1877,5,-2.852,0.756,3.928
1877,6,-1.328,0.760,10.992
1877,7,-0.221,0.426,13.969
1877,8,-1.924,0.559,11.066
1877,9,-2.759,0.966,5.671
1877,10,-1.825,0.680,1.185
1877,11,3.149,0.872,0.399
1877,12,1.877,1.107,-4.763
1878,1,1.508,1.265,-7.382
1878,2,4.297,1.246,-4.273
1878,3,0.562,0.752,-3.718
1878,4,1.286,0.834,1.986
1878,5,-0.194,0.763,6.586
1878,6,-0.307,0.764,12.013
1878,7,-1.207,0.504,12.983
1878,8,0.018,0.586,13.008
