Year,Month,Temperature Anomaly,UC,Temperature
1878,9,0.967,0.643,9.397
1878,10,1.547,0.811,4.557
1878,11,-0.951,0.678,-3.701
1878,12,-3.654,1.079,-10.294
1879,1,-0.894,0.937,-9.784
1879,2,-2.501,0.498,-11.071
1879,3,-1.295,0.516,-5.575
1879,4,-1.568,0.705,-0.868
1879,5,-0.634,0.576,6.146
1879,6,-1.223,0.811,11.097
1879,7,-0.036,0.450,14.154
1879,8,1.29,0.547,14.28
1879,9,0.97,0.584,9.4
1879,10,-1.138,0.698,1.872
1879,11,-2.676,0.649,-5.426
1879,12,-0.811,1.016,-7.451
1880,1,2.571,1.346,-6.319
1880,2,3.577,0.958,-4.993
1880,3,1.386,1.002,-2.894
1880,4,0.446,0.729,1.146
1880,5,-0.839,0.829,5.941
1880,6,-0.989,0.636,11.331
1880,7,-0.593,0.650,13.597
1880,8,1.695,1.061,14.685
1880,9,1.446,0.486,9.876
1880,10,-5.641,0.950,-2.631
1880,11,-2.751,0.745,-5.501
1880,12,-3.635,1.025,-10.275
1881,1,-3.295,1.049,-12.185
1881,2,-4.94,1.218,-13.51
1881,3,-4.736,0.753,-9.016
1881,4,-3.398,0.886,-2.698
1881,5,-1.804,0.925,4.976
1881,6,-1.533,0.667,10.787
1881,7,-1.248,0.711,12.942
1881,8,-1.352,0.607,11.638
1881,9,-0.453,0.465,7.977
1881,10,-2.129,0.527,0.881
1881,11,1.027,0.797,-1.723
1881,12,1.842,0.924,-4.798
1882,1,4.788,1.312,-4.102
1882,2,3.202,1.089,-5.368
1882,3,1.593,0.991,-2.687
1882,4,-0.194,0.591,0.506
1882,5,0.34,0.716,7.12
1882,6,-0.595,0.379,11.725
1882,7,0.399,0.710,14.589
1882,8,1.579,0.652,14.569
1882,9,1.48,0.356,9.91
1882,10,0.349,0.457,3.359
1882,11,-3.341,0.584,-6.091
1882,12,-3.77,0.967,-10.41
1883,1,-0.017,0.541,-8.907
1883,2,2.549,0.797,-6.021
1883,3,-1.861,0.634,-6.141
1883,4,0.869,0.586,1.569
1883,5,0.308,0.441,7.088
1883,6,1.196,0.613,13.516
1883,7,0.409,0.521,14.599
1883,8,-0.525,0.283,12.465
1883,9,-0.234,0.378,8.196
1883,10,-0.493,0.542,2.517
1883,11,2.282,0.777,-0.468
1883,12,0.89,0.739,-5.75
1884,1,2.079,0.718,-6.811
1884,2,2.7,0.448,-5.87
1884,3,1.686,0.698,-2.594
1884,4,-0.741,0.147,-0.041
1884,5,-1.511,0.528,5.269
1884,6,-1.355,0.653,10.965
1884,7,0.093,0.598,14.283
1884,8,0.063,0.505,13.053
1884,9,1.824,0.392,10.254
1884,10,0.406,0.292,3.416
1884,11,-1.518,0.393,-4.268
1884,12,-1.675,0.618,-8.315
1885,1,-1.163,0.686,-10.053
1885,2,3.143,0.680,-5.427
1885,3,0.13,0.695,-4.15
1885,4,0.103,0.523,0.803
1885,5,-2.373,0.530,4.407
1885,6,-2.121,0.455,10.199
1885,7,-0.159,0.566,14.031
1885,8,-1.944,0.431,11.046
1885,9,-1.661,0.401,6.769
1885,10,-3.053,0.500,-0.043
1885,11,-1.4,0.334,-4.15
1885,12,-0.229,0.549,-6.869
1886,1,-1.607,1.155,-10.497
1886,2,0.307,0.695,-8.263
1886,3,-0.536,0.730,-4.816
1886,4,0.828,0.302,1.528
1886,5,-0.363,0.387,6.417
1886,6,-0.08,0.423,12.24
1886,7,-0.158,0.616,14.032
1886,8,0.086,0.312,13.076
1886,9,-0.396,0.318,8.034
1886,10,0.219,0.529,3.229
1886,11,2.555,0.470,-0.195
1886,12,-2.114,0.551,-8.754
1887,1,3.479,0.958,-5.411
1887,2,4.921,0.900,-3.649
1887,3,1.043,0.445,-3.237
1887,4,0.061,0.396,0.761
1887,5,0.134,0.683,6.914
1887,6,-1.085,0.779,11.235
1887,7,-0.485,0.482,13.705
1887,8,-1.034,0.465,11.956
1887,9,0.518,0.264,8.948
1887,10,-2.713,0.391,0.297
1887,11,-1.667,0.549,-4.417
1887,12,-3.049,0.280,-9.689
1888,1,0.961,0.928,-7.929
1888,2,-3.154,0.469,-11.724
1888,3,-6.632,0.375,-10.912
1888,4,-3.273,0.473,-2.573
1888,5,-1.593,0.417,5.187
1888,6,-1.476,0.507,10.844
1888,7,-1.478,0.323,12.712
1888,8,-1.359,0.486,11.631
1888,9,-0.772,0.357,7.658
1888,10,-2.907,0.471,0.103
1888,11,-2.859,0.887,-5.609
1888,12,2.226,0.713,-4.414
1889,1,2.526,0.682,-6.364
1889,2,-2.405,0.392,-10.975
1889,3,-2.833,0.344,-7.113
1889,4,-0.43,0.382,0.27
1889,5,2.764,0.476,9.544
1889,6,2.491,0.453,14.811
1889,7,-0.952,0.468,13.238
1889,8,-0.853,0.229,12.137
1889,9,-1.072,0.274,7.358
1889,10,0.617,0.460,3.627
1889,11,2.365,0.366,-0.385
1889,12,1.371,0.622,-5.269
1890,1,4.119,0.722,-4.771
1890,2,3.13,0.957,-5.44
1890,3,1.965,0.470,-2.315
1890,4,0.439,0.480,1.139
1890,5,1.9,0.581,8.68
1890,6,-0.581,0.490,11.739
1890,7,-1.68,0.527,12.51
1890,8,-0.487,0.437,12.503
1890,9,0.805,0.371,9.235
1890,10,-2.06,0.298,0.95
1890,11,-0.393,0.329,-3.143
1890,12,-0.726,0.646,-7.366
1891,1,-0.406,0.779,-9.296
1891,2,5.537,0.748,-3.033
1891,3,-1.523,0.955,-5.803
1891,4,-0.379,0.277,0.321
1891,5,-0.391,0.646,6.389
1891,6,-2.031,0.352,10.289
1891,7,0.932,0.316,15.122
1891,8,-1.204,0.492,11.786
1891,9,-0.469,0.303,7.961
1891,10,1.432,0.278,4.442
1891,11,-0.319,0.456,-3.069
1891,12,0.869,0.568,-5.771
1892,1,-3.028,0.458,-11.918
1892,2,-1.775,0.428,-10.345
1892,3,0.025,0.640,-4.255
1892,4,-0.807,0.352,-0.107
1892,5,-1.656,0.466,5.124
1892,6,-2.077,0.571,10.243
1892,7,-1.496,0.271,12.694
1892,8,-1.476,0.330,11.514
1892,9,-0.239,0.304,8.191
1892,10,-1.654,0.278,1.356
1892,11,1.46,0.864,-1.29
1892,12,-2.716,0.580,-9.356
1893,1,-4.815,0.786,-13.705
1893,2,-5.804,0.890,-14.374
1893,3,-0.849,0.400,-5.129
1893,4,0.197,0.440,0.897
1893,5,-0.927,0.608,5.853
1893,6,-0.629,0.463,11.691
1893,7,-0.214,0.361,13.976
1893,8,-0.811,0.378,12.179
1893,9,-2.335,0.277,6.095
1893,10,-0.108,0.207,2.902
1893,11,-1.656,0.489,-4.406
1893,12,1.896,0.839,-4.744
1894,1,1.912,0.601,-6.978
1894,2,2.559,0.811,-6.011
1894,3,2.874,0.707,-1.406
1894,4,2.948,0.641,3.648
1894,5,0.372,0.662,7.152
1894,6,1.204,0.572,13.524
1894,7,1.254,0.413,15.444
1894,8,-0.524,0.239,12.466
1894,9,-2.289,0.243,6.141
1894,10,-2.899,0.360,0.111
1894,11,1.634,0.543,-1.116
1894,12,1.66,0.503,-4.98
1895,1,-2.93,0.542,-11.82
1895,2,-3.067,0.474,-11.637
1895,3,-2.184,0.289,-6.464
1895,4,0.252,0.477,0.952
1895,5,2.431,0.540,9.211
1895,6,0.626,0.351,12.946
1895,7,-0.757,0.264,13.433
1895,8,-0.439,0.204,12.551
1895,9,-0.096,0.339,8.334
1895,10,-1.563,0.324,1.447
1895,11,0.483,0.442,-2.267
1895,12,-0.465,0.372,-7.105
1896,1,1.87,0.765,-7.02
1896,2,4.149,0.476,-4.421
1896,3,1.117,0.281,-3.163
1896,4,0.454,0.424,1.154
1896,5,-0.221,0.315,6.559
1896,6,0.993,0.354,13.313
1896,7,1.892,0.409,16.082
1896,8,-0.922,0.289,12.068
1896,9,0.081,0.275,8.511
1896,10,-0.728,0.273,2.282
1896,11,-1.637,0.303,-4.387
1896,12,-1.155,0.550,-7.795
1897,1,-0.986,0.657,-9.876
1897,2,-0.414,0.347,-8.984
1897,3,-1.967,0.397,-6.247
1897,4,1.064,0.337,1.764
1897,5,1.408,0.380,8.188
1897,6,-0.273,0.272,12.047
1897,7,0.425,0.551,14.615
1897,8,0.795,0.388,13.785
1897,9,-0.035,0.399,8.395
1897,10,0.285,0.494,3.295
1897,11,0.209,0.661,-2.541
1897,12,1.139,0.316,-5.501
1898,1,4.891,0.589,-3.999
1898,2,0.746,0.421,-7.824
1898,3,-1.283,0.408,-5.563
1898,4,-0.737,0.560,-0.037
1898,5,-0.382,0.389,6.398
1898,6,-0.274,0.452,12.046
1898,7,-1.236,0.294,12.954
1898,8,-0.75,0.199,12.24
1898,9,-0.145,0.235,8.285
1898,10,-1.046,0.319,1.964
1898,11,0.137,0.586,-2.613
1898,12,-0.643,0.317,-7.283
1899,1,-1.058,0.287,-9.948
1899,2,0.578,0.424,-7.992
1899,3,-3.42,0.370,-7.7
1899,4,-1.274,0.822,-0.574
1899,5,-2.439,0.450,4.341
1899,6,-1.659,0.323,10.661
1899,7,2.034,0.563,16.224
1899,8,-1.901,0.484,11.089
1899,9,-0.485,0.234,7.945
1899,10,-1.045,0.395,1.965
1899,11,2.117,0.522,-0.633
1899,12,-2.455,0.503,-9.095
1900,1,-0.324,0.215,-9.214
1900,2,-4.723,0.684,-13.293
1900,3,-1.109,0.315,-5.389
1900,4,-1.141,0.280,-0.441
1900,5,-1.834,0.430,4.946
1900,6,0.044,0.462,12.364
1900,7,-1.446,0.414,12.744
1900,8,-0.285,0.441,12.705
1900,9,-1.004,0.340,7.426
1900,10,-0.44,0.382,2.57
1900,11,0.893,0.485,-1.857
1900,12,-0.909,0.437,-7.549
1901,1,1.437,0.662,-7.453
1901,2,-2.704,0.686,-11.274
1901,3,-0.999,0.378,-5.279
1901,4,0.694,0.278,1.394
1901,5,0.599,0.296,7.379
1901,6,0.687,0.482,13.007
1901,7,3.408,0.330,17.598
1901,8,1.115,0.236,14.105
1901,9,1.253,0.344,9.683
1901,10,3.024,0.355,6.034
1901,11,-2.029,0.531,-4.779
1901,12,-3.117,0.505,-9.757
1902,1,1.036,0.430,-7.854
1902,2,-0.714,0.467,-9.284
1902,3,-2.093,0.342,-6.373
1902,4,-1.863,0.477,-1.163
1902,5,-2.416,0.275,4.364
1902,6,-2.321,0.452,9.999
1902,7,-2.803,0.292,11.387
1902,8,-2.218,0.290,10.772
1902,9,-1.864,0.262,6.566
1902,10,-2.465,0.237,0.545
1902,11,-0.453,0.435,-3.203
1902,12,-1.384,0.575,-8.024
1903,1,0.09,0.508,-8.8
1903,2,4.773,0.455,-3.797
1903,3,3.795,0.547,-0.485
1903,4,-0.512,0.322,0.188
1903,5,-0.163,0.332,6.617
1903,6,-1.195,0.351,11.125
1903,7,-1.273,0.276,12.917
1903,8,-1.182,0.267,11.808
1903,9,0.192,0.443,8.622
1903,10,-3.182,0.342,-0.172
1903,11,-0.429,0.380,-3.179
1903,12,1.489,0.473,-5.151
1904,1,3.872,0.320,-5.018
1904,2,-2.082,0.275,-10.652
1904,3,-1.013,0.376,-5.293
1904,4,0.868,0.315,1.568
1904,5,-1.458,0.359,5.322
1904,6,-1.376,0.273,10.944
1904,7,-1.07,0.333,13.12
1904,8,-1.016,0.375,11.974
1904,9,0.042,0.241,8.472
1904,10,0.177,0.347,3.187
1904,11,-2.273,0.410,-5.023
1904,12,-1.945,0.465,-8.585
1905,1,-0.415,0.590,-9.305
1905,2,2.279,0.433,-6.291
1905,3,0.989,0.299,-3.291
1905,4,-1.789,0.338,-1.089
1905,5,0.287,0.419,7.067
1905,6,1.131,0.393,13.451
1905,7,0.259,0.283,14.449
1905,8,-0.981,0.321,12.009
1905,9,-0.551,0.364,7.879
1905,10,-3.91,0.250,-0.9
1905,11,-0.544,0.265,-3.294
1905,12,2.282,0.236,-4.358
1906,1,2.834,0.482,-6.056
1906,2,2.184,0.314,-6.386
1906,3,-1.573,0.370,-5.853
1906,4,1.433,0.232,2.133
1906,5,0.645,0.380,7.425
1906,6,-0.082,0.470,12.238
1906,7,0.083,0.275,14.273
1906,8,-1.187,0.315,11.803
1906,9,-0.322,0.275,8.108
1906,10,0.035,0.237,3.045
1906,11,1.629,0.462,-1.121
1906,12,-0.868,0.724,-7.508
1907,1,-0.31,0.547,-9.2
1907,2,2.09,0.362,-6.48
1907,3,2.109,0.368,-2.171
1907,4,0.438,0.401,1.138
1907,5,-1.688,0.339,5.092
1907,6,-0.666,0.328,11.654
1907,7,-1.366,0.280,12.824
1907,8,-2.601,0.239,10.389
1907,9,-1.111,0.327,7.319
1907,10,2.522,0.225,5.532
1907,11,1.738,0.384,-1.012
1907,12,-1.974,0.525,-8.614
1908,1,1.875,0.601,-7.015
1908,2,2.235,0.296,-6.335
1908,3,-1.139,0.405,-5.419
1908,4,-0.109,0.591,0.591
1908,5,-1.183,0.313,5.597
1908,6,-1.518,0.306,10.802
1908,7,-0.07,0.419,14.12
1908,8,-0.01,0.276,12.98
1908,9,-0.658,0.310,7.772
1908,10,1.308,0.259,4.318
1908,11,-2.652,0.366,-5.402
1908,12,1.26,0.472,-5.38
1909,1,3.595,0.482,-5.295
1909,2,-0.332,0.628,-8.902
1909,3,-2.307,0.382,-6.587
1909,4,-2.032,0.219,-1.332
1909,5,-3.043,0.347,3.737
1909,6,-0.98,0.367,11.34
1909,7,-0.708,0.295,13.482
1909,8,-0.842,0.248,12.148
1909,9,-0.287,0.409,8.143
1909,10,1.947,0.288,4.957
1909,11,-3.412,0.719,-6.162
1909,12,-0.415,0.377,-7.055
1910,1,1.004,0.513,-7.886
1910,2,4.979,0.446,-3.591
1910,3,2.446,0.613,-1.834
1910,4,0.938,0.244,1.638
1910,5,0.744,0.301,7.524
1910,6,-0.142,0.388,12.178
1910,7,-0.686,0.345,13.504
1910,8,-0.657,0.322,12.333
1910,9,0.091,0.402,8.521
1910,10,-0.425,0.234,2.585
1910,11,-1.429,0.214,-4.179
1910,12,0.489,0.347,-6.151
1911,1,2.179,0.573,-6.711
1911,2,1.878,0.436,-6.692
1911,3,0.888,0.440,-3.392
1911,4,0.122,0.290,0.822
1911,5,1.422,0.340,8.202
1911,6,-1.223,0.313,11.097
1911,7,-0.594,0.263,13.596
1911,8,1.096,0.263,14.086
1911,9,0.583,0.228,9.013
1911,10,-1.792,0.199,1.218
1911,11,-0.339,0.456,-3.089
1911,12,3.057,0.306,-3.583
1912,1,-2.703,0.529,-11.593
1912,2,-1.443,0.379,-10.013
1912,3,2.095,0.301,-2.185
1912,4,-0.849,0.325,-0.149
1912,5,-0.649,0.356,6.131
1912,6,-0.007,0.273,12.313
1912,7,1.156,0.226,15.346
1912,8,-0.043,0.147,12.947
1912,9,-1.815,0.204,6.615
1912,10,-2.033,0.163,0.977
1912,11,-0.705,0.333,-3.455
1912,12,1.764,0.476,-4.876
1913,1,-1.118,0.392,-10.008
1913,2,3.084,0.263,-5.486
1913,3,1.704,0.279,-2.576
1913,4,1.11,0.373,1.81
1913,5,0.432,0.403,7.212
1913,6,-0.816,0.479,11.504
1913,7,0.479,0.320,14.669
1913,8,-0.478,0.335,12.512
1913,9,0.018,0.235,8.448
1913,10,-0.719,0.263,2.291
1913,11,2.732,0.339,-0.018
1913,12,-1.253,0.771,-7.893
1914,1,0.833,0.434,-8.057
1914,2,4.424,0.347,-4.146
1914,3,-0.011,0.195,-4.291
1914,4,1.957,0.277,2.657
1914,5,-0.623,0.177,6.157
1914,6,0,0.341,12.32
1914,7,3.271,0.374,17.461
1914,8,-0.107,0.216,12.883
1914,9,0.084,0.302,8.514
1914,10,-0.977,0.297,2.033
1914,11,-0.477,0.513,-3.227
1914,12,2.368,0.427,-4.272
1915,1,-1.477,0.352,-10.367
1915,2,1.22,0.326,-7.35
1915,3,-2.934,0.232,-7.214
1915,4,-0.038,0.215,0.662
1915,5,-1.932,0.262,4.848
1915,6,-2.487,0.280,9.833
1915,7,0.129,0.287,14.319
1915,8,-0.767,0.301,12.223
1915,9,-1.517,0.211,6.913
1915,10,-2.204,0.315,0.806
1915,11,-2.49,0.352,-5.24
1915,12,-7.811,0.481,-14.451
1916,1,1.802,0.614,-7.088
1916,2,1.705,0.496,-6.865
1916,3,-2.297,0.320,-6.577
1916,4,0.478,0.294,1.178
1916,5,-1.205,0.343,5.575
1916,6,-1.558,0.317,10.762
1916,7,1.419,0.425,15.609
1916,8,-1.71,0.216,11.28
1916,9,-1.606,0.189,6.824
1916,10,-2.688,0.252,0.322
1916,11,2.258,0.397,-0.492
1916,12,0.259,0.426,-6.381
1917,1,-3.805,0.768,-12.695
1917,2,-1.338,0.579,-9.908
1917,3,-4.365,0.215,-8.645
1917,4,-2.641,0.363,-1.941
1917,5,-1.526,0.338,5.254
1917,6,1.468,0.290,13.788
1917,7,-1.089,0.245,13.101
1917,8,2.216,0.303,15.206
1917,9,-0.127,0.313,8.303
1917,10,-0.091,0.227,2.919
1917,11,0.122,0.473,-2.628
1917,12,-1.537,0.417,-8.177
1918,1,-3.114,0.396,-12.004
1918,2,2.108,0.264,-6.462
1918,3,1.257,0.304,-3.023
1918,4,0.885,0.196,1.585
1918,5,0.299,0.253,7.079
1918,6,-1.819,0.294,10.501
1918,7,0.796,0.282,14.986
1918,8,-0.919,0.313,12.071
1918,9,-1.172,0.287,7.258
1918,10,0.834,0.289,3.844
1918,11,2.792,0.296,0.042
1918,12,-0.177,0.407,-6.817
1919,1,2.18,0.374,-6.71
1919,2,-1.1,0.515,-9.67
1919,3,-1.385,0.416,-5.665
1919,4,-0.853,0.319,-0.153
1919,5,1.333,0.307,8.113
1919,6,-0.442,0.223,11.878
1919,7,1.19,0.407,15.38
1919,8,-2.035,0.280,10.955
1919,9,0.092,0.289,8.522
1919,10,-1.734,0.363,1.276
1919,11,-4.118,0.322,-6.868
1919,12,-3.447,0.506,-10.087
1920,1,0.95,0.395,-7.94
1920,2,4.353,0.330,-4.217
1920,3,4.5,0.297,0.22
1920,4,1.528,0.318,2.228
1920,5,1.367,0.169,8.147
1920,6,-0.807,0.350,11.513
1920,7,0.392,0.216,14.582
1920,8,-1.194,0.280,11.796
1920,9,0.745,0.332,9.175
1920,10,-0.846,0.246,2.164
1920,11,1.615,0.286,-1.135
1920,12,0.201,0.418,-6.439
1921,1,1.086,0.399,-7.804
1921,2,2.004,0.443,-6.566
1921,3,3.627,0.367,-0.653
1921,4,3.092,0.209,3.792
1921,5,1.881,0.305,8.661
1921,6,-1.581,0.347,10.739
1921,7,-1.296,0.234,12.894
1921,8,-0.764,0.337,12.226
1921,9,-0.777,0.334,7.653
1921,10,-0.685,0.421,2.325
1921,11,-2.992,0.474,-5.742
1921,12,0.321,0.613,-6.319
1922,1,-2.265,0.343,-11.155
1922,2,-0.42,0.402,-8.99
1922,3,-0.629,0.314,-4.909
1922,4,-1.234,0.337,-0.534
1922,5,0.325,0.242,7.105
1922,6,-0.506,0.369,11.814
1922,7,-0.063,0.426,14.127
1922,8,-1.029,0.371,11.961
1922,9,-0.478,0.367,7.952
1922,10,-1.849,0.333,1.161
1922,11,-0.618,0.579,-3.368
1922,12,0.05,0.623,-6.59
1923,1,4.019,0.416,-4.871
1923,2,-1.609,0.305,-10.179
1923,3,1.633,0.274,-2.647
1923,4,-1.294,0.214,-0.594
1923,5,-1.563,0.265,5.217
1923,6,-4.242,0.288,8.078
1923,7,-0.048,0.351,14.142
1923,8,-1.683,0.199,11.307
1923,9,-0.473,0.327,7.957
1923,10,-0.112,0.263,2.898
1923,11,-1.331,0.414,-4.081
1923,12,-2.308,0.290,-8.948
1924,1,0.266,0.253,-8.624
1924,2,-1.955,0.294,-10.525
1924,3,-3.031,0.355,-7.311
1924,4,-1.778,0.199,-1.078
1924,5,-0.87,0.274,5.91
1924,6,-2.081,0.325,10.239
1924,7,0.542,0.339,14.732
1924,8,0.868,0.267,13.858
1924,9,1.166,0.336,9.596
1924,10,1.669,0.375,4.679
1924,11,1.352,0.372,-1.398
1924,12,3.934,0.323,-2.706
1925,1,6,0.414,-2.89
1925,2,3.962,0.480,-4.608
1925,3,-2.326,0.290,-6.606
1925,4,1.329,0.289,2.029
1925,5,0.512,0.317,7.292
1925,6,-0.485,0.414,11.835
1925,7,3.033,0.469,17.223
1925,8,0.273,0.439,13.263
1925,9,-0.084,0.351,8.346
1925,10,-2.618,0.188,0.392
1925,11,-3.608,0.305,-6.358
1925,12,-3.467,0.454,-10.107
1926,1,-0.802,0.289,-9.692
1926,2,-0.917,0.420,-9.487
1926,3,1.276,0.161,-3.004
1926,4,0.423,0.259,1.123
1926,5,-1.15,0.344,5.63
1926,6,-0.588,0.358,11.732
1926,7,0.842,0.221,15.032
1926,8,0.416,0.284,13.406
1926,9,-0.421,0.389,8.009
1926,10,-3.783,0.316,-0.773
1926,11,1.203,0.396,-1.547
1926,12,-1.359,0.234,-7.999
1927,1,1.393,0.355,-7.497
1927,2,2.576,0.413,-5.994
1927,3,1.98,0.533,-2.3
1927,4,-0.85,0.348,-0.15
1927,5,-2.573,0.300,4.207
1927,6,-1.961,0.263,10.359
1927,7,2.643,0.270,16.833
1927,8,1.245,0.213,14.235
1927,9,-0.55,0.269,7.88
1927,10,-1.877,0.311,1.133
1927,11,-3.701,0.419,-6.451
1927,12,-3.431,0.400,-10.071
1928,1,0.657,0.306,-8.233
1928,2,1.849,0.259,-6.721
1928,3,0.3,0.301,-3.98
1928,4,0.314,0.256,1.014
1928,5,-0.947,0.264,5.833
1928,6,-3.003,0.380,9.317
1928,7,-2.32,0.349,11.87
1928,8,-1.206,0.245,11.784
1928,9,-0.674,0.326,7.756
1928,10,-0.86,0.206,2.15
1928,11,0.207,0.404,-2.543
1928,12,0.047,0.474,-6.593
1929,1,-0.605,0.531,-9.495
1929,2,-3.767,0.433,-12.337
1929,3,2.366,0.315,-1.914
1929,4,-3.136,0.385,-2.436
1929,5,0.053,0.275,6.833
1929,6,-1.83,0.305,10.49
1929,7,-1.623,0.212,12.567
1929,8,-1.531,0.214,11.459
1929,9,0.267,0.285,8.697
1929,10,0.121,0.324,3.131
1929,11,2.349,0.345,-0.401
1929,12,5.287,0.278,-1.353
1930,1,5.637,0.341,-3.253
1930,2,2.781,0.222,-5.789
1930,3,1.102,0.380,-3.178
1930,4,1.645,0.198,2.345
1930,5,1.377,0.348,8.157
1930,6,0.711,0.308,13.031
1930,7,1.447,0.252,15.637
1930,8,1.218,0.284,14.208
1930,9,-1.3,0.157,7.13
1930,10,0.389,0.224,3.399
1930,11,0.302,0.225,-2.448
1930,12,2.338,0.418,-4.302
1931,1,-0.46,0.484,-9.35
1931,2,-0.046,0.442,-8.616
1931,3,-2.783,0.298,-7.063
1931,4,-0.822,0.285,-0.122
1931,5,0.768,0.294,7.548
1931,6,-3.219,0.234,9.101
1931,7,0.459,0.307,14.649
1931,8,-1.056,0.235,11.934
1931,9,-2.423,0.235,6.007
1931,10,-1.257,0.245,1.753
1931,11,2.889,0.365,0.139
1931,12,1.328,0.378,-5.312
1932,1,5.369,0.442,-3.521
1932,2,4.082,0.403,-4.488
1932,3,-0.448,0.258,-4.728
1932,4,0.064,0.216,0.764
1932,5,-0.351,0.351,6.429
1932,6,-1.997,0.361,10.323
1932,7,1.145,0.310,15.335
1932,8,0.074,0.277,13.064
1932,9,-0.666,0.266,7.764
1932,10,-2.045,0.256,0.965
1932,11,0.785,0.432,-1.965
1932,12,4.382,0.318,-2.258
1933,1,3.347,0.292,-5.543
1933,2,0.107,0.226,-8.463
1933,3,0.769,0.308,-3.511
1933,4,-0.561,0.301,0.139
1933,5,-0.597,0.254,6.183
1933,6,1.536,0.360,13.856
1933,7,1.424,0.395,15.614
1933,8,-0.011,0.239,12.979
1933,9,0.519,0.269,8.949
1933,10,0.176,0.270,3.186
1933,11,-1.317,0.317,-4.067
1933,12,0.35,0.477,-6.29
1934,1,5.654,0.401,-3.236
1934,2,4.457,0.203,-4.113
1934,3,1.389,0.314,-2.891
1934,4,0.068,0.238,0.768
1934,5,1.384,0.240,8.164
1934,6,-0.645,0.308,11.675
1934,7,1.43,0.368,15.62
1934,8,1.338,0.254,14.328
1934,9,3.115,0.267,11.545
1934,10,1.097,0.314,4.107
1934,11,1.031,0.276,-1.719
1934,12,3.58,0.383,-3.06
1935,1,1.537,0.295,-7.353
1935,2,2.586,0.288,-5.984
1935,3,-0.026,0.284,-4.306
1935,4,0.436,0.250,1.136
1935,5,-2.094,0.302,4.686
1935,6,-0.29,0.321,12.03
1935,7,-0.035,0.300,14.155
1935,8,-0.331,0.221,12.659
1935,9,-0.81,0.275,7.62
1935,10,0.009,0.243,3.019
1935,11,2.797,0.307,0.047
1935,12,2.13,0.335,-4.51
1936,1,0.892,0.326,-7.998
1936,2,-1.849,0.418,-10.419
1936,3,-0.205,0.380,-4.485
1936,4,-0.68,0.271,0.02
1936,5,0.991,0.325,7.771
1936,6,2.109,0.385,14.429
1936,7,1.252,0.251,15.442
1936,8,0.417,0.181,13.407
1936,9,-0.53,0.181,7.9
1936,10,-1.801,0.211,1.209
1936,11,1.956,0.288,-0.794
1936,12,4.698,0.326,-1.942
1937,1,2.759,0.448,-6.131
1937,2,-1.163,0.361,-9.733
1937,3,-1.536,0.203,-5.816
1937,4,2.545,0.209,3.245
1937,5,2.565,0.178,9.345
1937,6,0.638,0.222,12.958
1937,7,2.587,0.247,16.777
1937,8,2.81,0.259,15.8
1937,9,0.471,0.276,8.901
1937,10,2.068,0.355,5.078
1937,11,0.598,0.316,-2.152
1937,12,-1.587,0.422,-8.227
1938,1,2.64,0.260,-6.25
1938,2,5.804,0.391,-2.766
1938,3,4.038,0.438,-0.242
1938,4,0.753,0.431,1.453
1938,5,-0.356,0.352,6.424
1938,6,-0.744,0.279,11.576
1938,7,1.598,0.322,15.788
1938,8,1.559,0.217,14.549
1938,9,1.581,0.211,10.011
1938,10,1.91,0.190,4.92
1938,11,3.518,0.290,0.768
1938,12,2.141,0.375,-4.499
1939,1,1.688,0.323,-7.202
1939,2,5.734,0.303,-2.836
1939,3,0.336,0.302,-3.944
1939,4,-0.194,0.411,0.506
1939,5,-0.668,0.290,6.112
1939,6,-0.525,0.305,11.795
1939,7,0.764,0.296,14.954
1939,8,2.48,0.192,15.47
1939,9,0.122,0.212,8.552
1939,10,-1.988,0.273,1.022
1939,11,1.526,0.216,-1.224
1939,12,-2.285,0.328,-8.925
1940,1,-3.608,0.461,-12.498
1940,2,-5.059,0.394,-13.629
1940,3,-4.476,0.349,-8.756
1940,4,-1.314,0.213,-0.614
1940,5,1.523,0.480,8.303
1940,6,0.73,0.288,13.05
1940,7,0.1,0.228,14.29
1940,8,-1.199,0.165,11.791
1940,9,-0.876,0.209,7.554
1940,10,-0.222,0.253,2.788
1940,11,0.082,0.288,-2.668
1940,12,-1.11,0.333,-7.75
1941,1,-5.259,0.543,-14.149
1941,2,-2.061,0.267,-10.631
1941,3,-1.682,0.148,-5.962
1941,4,-2.11,0.233,-1.41
1941,5,-1.391,0.180,5.389
1941,6,-0.82,0.186,11.5
1941,7,3.037,0.220,17.227
1941,8,-0.621,0.133,12.369
1941,9,-0.452,0.202,7.978
1941,10,-2,0.182,1.01
1941,11,-0.976,0.219,-3.726
1941,12,-2.713,0.263,-9.353
1942,1,-7.142,0.338,-16.032
1942,2,-4.339,0.211,-12.909
1942,3,-5.019,0.202,-9.299
1942,4,0.313,0.232,1.013
1942,5,-1.299,0.264,5.481
1942,6,-1.717,0.245,10.603
1942,7,-0.524,0.153,13.666
1942,8,0.147,0.143,13.137
1942,9,-0.06,0.148,8.37
1942,10,-0.067,0.174,2.943
1942,11,0.709,0.147,-2.041
1942,12,0.47,0.245,-6.17
1943,1,-1.203,0.297,-10.093
1943,2,5.333,0.405,-3.237
1943,3,3.706,0.208,-0.574
1943,4,1.604,0.284,2.304
