Year,Month,Temp. Anomaly,UC,Temperature
1880,5,-1.18,0.63,9.323
1880,6,-0.84,0.53,13.187
1880,7,1.44,0.66,16.942
1880,8,-1.18,1.03,13.811
1880,9,0.12,0.54,12.013
1880,10,0.31,0.93,7.109
1880,11,0.44,0.76,2.151
1880,12,2.98,0.52,0.442
1881,1,-3.44,0.92,-7.459
1881,2,-0.59,0.61,-2.795
1881,3,0.18,0.68,1.579
1881,4,-1.73,0.79,4.035
1881,5,-0.78,0.89,9.721
1881,6,-0.67,0.67,13.362
1881,7,1.70,0.60,17.198
1881,8,0.49,0.49,15.477
1881,9,-1.59,0.51,10.296
1881,10,-3.19,0.50,3.615
1881,11,-0.36,0.79,1.35
1881,12,0.63,0.87,-1.906
1882,1,1.57,0.85,-2.451
1882,2,0.54,1.01,-1.666
1882,3,3.28,1.12,4.683
1882,4,-0.19,0.43,5.566
1882,5,0.44,0.67,10.937
1882,6,-1.55,0.41,12.478
1882,7,-0.28,0.41,15.217
1882,8,-1.86,0.72,13.127
1882,9,-0.60,0.27,11.292
1882,10,0.66,0.49,7.461
1882,11,-0.27,0.54,1.443
1882,12,0.70,0.78,-1.836
1883,1,0.31,0.65,-3.707
1883,2,1.40,0.78,-0.815
1883,3,-4.31,0.40,-2.905
1883,4,-1.74,0.30,4.018
1883,5,0.18,0.26,10.684
1883,6,0.13,0.42,14.159
1883,7,-0.45,0.28,15.055
1883,8,-0.54,0.30,14.448
1883,9,-0.46,0.29,11.43
1883,10,-0.62,0.58,6.184
1883,11,-0.95,0.40,0.758
1883,12,-0.83,0.42,-3.372
1884,1,2.10,0.55,-1.921
1884,2,1.05,0.44,-1.162
1884,3,1.07,0.59,2.473
1884,4,-0.77,0.32,4.995
1884,5,1.19,0.49,11.689
1884,6,-2.97,0.61,11.057
1884,7,0.69,0.51,16.191
1884,8,-0.39,0.35,14.596
1884,9,-0.02,0.45,11.868
1884,10,-1.60,0.48,5.201
1884,11,-2.65,0.58,-0.936
1884,12,0.40,0.42,-2.136
1885,1,-2.58,0.73,-6.602
1885,2,1.69,0.59,-0.519
1885,3,0.21,0.46,1.608
1885,4,1.91,0.51,7.671
1885,5,-1.62,0.51,8.884
1885,6,1.34,0.58,15.373
1885,7,0.96,0.46,16.463
1885,8,-0.91,0.47,14.079
1885,9,-0.14,0.51,11.749
1885,10,-0.77,0.59,6.026
1885,11,0.10,0.51,1.812
1885,12,-1.39,0.55,-3.928
1886,1,-0.75,0.93,-4.767
1886,2,-1.64,0.60,-3.853
1886,3,-2.85,0.69,-1.454
1886,4,1.38,0.48,7.136
1886,5,0.57,0.31,11.067
1886,6,-1.28,0.53,12.753
1886,7,0.27,0.56,15.768
1886,8,0.07,0.24,15.064
1886,9,1.60,0.38,13.488
1886,10,1.06,0.60,7.855
1886,11,0.51,0.56,2.216
1886,12,0.59,0.58,-1.946
1887,1,-2.23,0.84,-6.254
1887,2,-2.54,0.89,-4.753
1887,3,-1.98,0.60,-0.583
1887,4,-0.15,0.31,5.615
1887,5,-1.61,0.62,8.89
1887,6,-0.15,0.63,13.876
1887,7,2.19,0.42,17.688
1887,8,-0.34,0.45,14.649
1887,9,-0.06,0.35,11.835
1887,10,-3.36,0.40,3.444
1887,11,-0.34,0.62,1.371
1887,12,-1.95,0.26,-4.49
1888,1,-1.95,0.81,-5.972
1888,2,-1.95,0.37,-4.163
1888,3,-1.45,0.23,-0.045
1888,4,-1.30,0.35,4.464
1888,5,0.84,0.29,11.336
1888,6,0.55,0.49,14.582
1888,7,-1.81,0.34,13.687
1888,8,-0.85,0.67,14.14
1888,9,-0.15,0.39,11.741
1888,10,-2.57,0.48,4.234
1888,11,-1.98,0.70,-0.27
1888,12,0.07,0.75,-2.471
1889,1,-1.13,0.62,-5.149
1889,2,-2.28,0.31,-4.488
1889,3,-2.87,0.31,-1.466
1889,4,-0.87,0.37,4.886
1889,5,3.05,0.67,13.546
1889,6,2.00,0.41,16.029
1889,7,-0.35,0.41,15.147
1889,8,-1.06,0.23,13.932
1889,9,-2.64,0.50,9.247
1889,10,0.55,0.51,7.346
1889,11,-1.50,0.47,0.213
1889,12,-3.00,0.71,-5.544
1890,1,2.55,0.64,-1.475
1890,2,-2.93,0.70,-5.144
1890,3,0.81,0.39,2.209
1890,4,-0.29,0.35,5.466
1890,5,1.48,0.58,11.982
1890,6,-1.60,0.34,12.428
1890,7,-0.70,0.58,14.804
1890,8,1.33,0.46,16.32
1890,9,-1.24,0.34,10.65
1890,10,-2.05,0.29,4.749
1890,11,-1.24,0.50,0.466
1890,12,-4.66,0.76,-7.201
1891,1,-4.64,0.52,-8.661
1891,2,-2.65,0.67,-4.861
1891,3,-0.29,0.62,1.106
1891,4,-2.48,0.23,3.281
1891,5,1.34,0.52,11.843
1891,6,-0.21,0.35,13.822
1891,7,-0.48,0.41,15.021
1891,8,-1.20,0.39,13.791
1891,9,0.04,0.24,11.928
1891,10,1.52,0.15,8.322
1891,11,-1.40,0.54,0.313
1891,12,0.40,0.41,-2.139
1892,1,-0.49,0.46,-4.509
1892,2,0.87,0.51,-1.337
1892,3,-2.53,0.62,-1.13
1892,4,0.03,0.30,5.789
1892,5,0.07,0.37,10.569
1892,6,0.04,0.60,14.067
1892,7,-0.67,0.12,14.832
1892,8,1.77,0.52,16.756
1892,9,0.60,0.40,12.49
1892,10,-0.94,0.34,5.857
1892,11,-1.55,1.07,0.163
1892,12,-3.03,0.52,-5.573
1893,1,-5.60,0.54,-9.617
1893,2,0.77,0.75,-1.444
1893,3,0.33,0.54,1.734
1893,4,0.66,0.61,6.42
1893,5,-0.60,0.56,9.905
1893,6,-0.55,0.44,13.483
1893,7,0.17,0.54,15.671
1893,8,0.15,0.51,15.144
1893,9,-0.34,0.39,11.549
1893,10,0.97,0.44,7.774
1893,11,-1.84,0.45,-0.129
1893,12,-0.62,0.87,-3.163
1894,1,-2.00,0.92,-6.017
1894,2,0.79,0.67,-1.425
1894,3,0.73,0.52,2.125
1894,4,2.25,0.70,8.01
1894,5,-0.04,0.55,10.462
1894,6,-1.35,0.46,12.683
1894,7,1.07,0.48,16.57
1894,8,-0.61,0.27,14.377
1894,9,-1.85,0.32,10.045
1894,10,-0.23,0.33,6.569
1894,11,0.09,0.48,1.804
1894,12,-1.64,0.56,-4.179
1895,1,-2.35,0.34,-6.369
1895,2,-6.36,0.58,-8.574
1895,3,-1.93,0.31,-0.534
1895,4,0.26,0.53,6.021
1895,5,-0.59,0.38,9.909
1895,6,0.00,0.31,14.034
1895,7,1.22,0.33,16.723
1895,8,-0.51,0.34,14.482
1895,9,1.59,0.51,13.481
1895,10,-1.02,0.41,5.78
1895,11,1.03,0.57,2.735
1895,12,-0.41,0.31,-2.946
1896,1,-1.93,0.87,-5.949
1896,2,-1.30,0.69,-3.514
1896,3,1.48,0.31,2.881
1896,4,-2.37,0.35,3.387
1896,5,-1.79,0.24,8.711
1896,6,0.11,0.45,14.138
1896,7,0.34,0.46,15.842
1896,8,-2.31,0.46,12.683
1896,9,-0.60,0.54,11.287
1896,10,0.77,0.29,7.568
1896,11,-1.67,0.38,0.042
1896,12,-0.20,0.66,-2.741
1897,1,0.03,0.52,-3.99
1897,2,1.81,0.36,-0.403
1897,3,2.31,0.37,3.712
1897,4,0.14,0.39,5.899
1897,5,-1.92,0.44,8.577
1897,6,0.91,0.30,14.942
1897,7,0.17,0.52,15.666
1897,8,0.28,0.35,15.269
1897,9,-0.39,0.40,11.502
1897,10,-1.54,0.36,5.263
1897,11,-1.96,0.71,-0.246
1897,12,-0.95,0.60,-3.488
1898,1,2.48,0.54,-1.536
1898,2,0.48,0.39,-1.726
1898,3,0.39,0.41,1.793
1898,4,0.95,0.63,6.707
1898,5,0.31,0.36,10.812
1898,6,-0.89,0.36,13.144
1898,7,-1.42,0.32,14.078
1898,8,1.11,0.36,16.098
1898,9,0.33,0.24,12.218
1898,10,0.91,0.29,7.713
1898,11,2.20,0.60,3.911
1898,12,0.97,0.18,-1.573
1899,1,3.03,0.42,-0.992
1899,2,1.10,0.34,-1.111
1899,3,-0.38,0.44,1.024
1899,4,-0.07,0.85,5.686
1899,5,-0.70,0.40,9.803
1899,6,-0.88,0.22,13.152
1899,7,-0.04,0.41,15.457
1899,8,0.18,0.44,15.168
1899,9,-0.94,0.29,10.953
1899,10,-0.81,0.56,5.993
1899,11,1.08,0.69,2.794
1899,12,-3.69,0.49,-6.234
1900,1,1.98,0.31,-2.042
1900,2,2.49,0.51,0.278
1900,3,-2.84,0.29,-1.439
1900,4,-1.28,0.29,4.483
1900,5,-0.87,0.31,9.627
1900,6,0.44,0.42,14.467
1900,7,1.49,0.27,16.994
1900,8,-0.48,0.48,14.514
1900,9,1.09,0.27,12.984
1900,10,0.27,0.33,7.066
1900,11,1.53,0.47,3.244
1900,12,1.32,0.64,-1.218
1901,1,-2.67,0.45,-6.694
1901,2,-4.79,0.65,-6.997
1901,3,-0.79,0.31,0.607
1901,4,0.40,0.27,6.16
1901,5,0.39,0.24,10.889
1901,6,0.65,0.28,14.684
1901,7,0.72,0.34,16.215
1901,8,-0.22,0.19,14.768
1901,9,-0.25,0.45,11.642
1901,10,0.54,0.36,7.34
1901,11,-2.04,0.45,-0.332
1901,12,1.30,0.73,-1.237
1902,1,3.19,0.53,-0.828
1902,2,0.27,0.46,-1.939
1902,3,-0.27,0.33,1.127
1902,4,0.80,0.36,6.555
1902,5,-3.69,0.22,6.807
1902,6,-1.27,0.37,12.763
1902,7,-0.47,0.43,15.032
1902,8,-0.57,0.27,14.42
1902,9,-0.56,0.25,11.326
1902,10,-1.00,0.42,5.805
1902,11,-2.43,0.63,-0.715
1902,12,-1.90,0.44,-4.441
1903,1,-1.04,0.61,-5.064
1903,2,2.28,0.51,0.067
1903,3,1.85,0.35,3.246
1903,4,-2.89,0.30,2.867
1903,5,0.18,0.33,10.684
1903,6,-0.84,0.42,13.19
1903,7,-0.70,0.28,14.8
1903,8,-0.35,0.33,14.644
1903,9,-0.53,0.21,11.365
1903,10,0.42,0.27,7.217
1903,11,0.34,0.37,2.046
1903,12,-0.63,0.34,-3.171
1904,1,-0.48,0.24,-4.504
1904,2,1.15,0.32,-1.065
1904,3,0.42,0.37,1.818
1904,4,1.03,0.32,6.788
1904,5,0.39,0.36,10.888
1904,6,0.49,0.41,14.516
1904,7,1.90,0.49,17.395
1904,8,0.42,0.56,15.411
1904,9,-1.90,0.36,9.994
1904,10,-0.39,0.35,6.409
1904,11,-1.28,0.45,0.426
1904,12,0.43,0.75,-2.113
1905,1,-2.25,0.26,-6.265
1905,2,-0.06,0.41,-2.267
1905,3,0.84,0.41,2.237
1905,4,-1.29,0.32,4.47
1905,5,-0.32,0.40,10.177
1905,6,0.70,0.41,14.725
1905,7,2.10,0.35,17.598
1905,8,0.56,0.34,15.549
1905,9,0.57,0.28,12.463
1905,10,-4.85,0.13,1.95
1905,11,-0.29,0.37,1.425
1905,12,0.43,0.34,-2.114
1906,1,0.27,0.47,-3.749
1906,2,-0.66,0.31,-2.866
1906,3,-0.83,0.31,0.568
1906,4,0.00,0.22,5.758
1906,5,0.39,0.38,10.893
1906,6,-1.19,0.44,12.84
1906,7,0.21,0.26,15.71
1906,8,-0.08,0.29,14.909
1906,9,-1.82,0.18,10.071
1906,10,0.47,0.20,7.271
1906,11,1.73,0.28,3.439
1906,12,-2.33,0.55,-4.872
1907,1,-0.26,0.78,-4.282
1907,2,-2.13,0.19,-4.339
1907,3,-2.08,0.22,-0.676
1907,4,-2.38,0.29,3.379
1907,5,1.32,0.28,11.819
1907,6,-0.01,0.25,14.021
1907,7,-1.63,0.24,13.871
1907,8,0.18,0.25,15.171
1907,9,0.00,0.32,11.891
1907,10,3.01,0.50,9.805
1907,11,-0.68,0.32,1.034
1907,12,0.91,0.46,-1.626
1908,1,-1.27,0.56,-5.287
1908,2,0.41,0.44,-1.802
1908,3,-1.38,0.42,0.021
1908,4,-2.03,0.58,3.733
1908,5,2.41,0.37,12.911
1908,6,1.59,0.49,15.622
1908,7,-0.09,0.32,15.412
1908,8,-1.63,0.21,13.363
1908,9,-1.85,0.27,10.041
1908,10,-0.62,0.40,6.182
1908,11,-3.14,0.35,-1.427
1908,12,-1.14,0.42,-3.681
1909,1,-2.08,0.61,-6.101
1909,2,-3.12,0.43,-5.327
1909,3,-1.88,0.37,-0.476
1909,4,0.75,0.29,6.506
1909,5,-1.05,0.24,9.452
1909,6,-1.00,0.46,13.031
1909,7,-1.55,0.14,13.949
1909,8,-0.09,0.21,14.903
1909,9,-0.43,0.28,11.464
1909,10,1.30,0.29,8.1
1909,11,-1.88,0.43,-0.167
1909,12,1.46,0.47,-1.084
1910,1,1.36,0.33,-2.663
1910,2,1.53,0.55,-0.682
1910,3,0.47,0.60,1.873
1910,4,-0.48,0.18,5.278
1910,5,-0.71,0.26,9.788
1910,6,0.40,0.40,14.431
1910,7,-1.58,0.32,13.922
1910,8,-0.65,0.34,14.339
1910,9,-2.11,0.32,9.779
1910,10,0.35,0.25,7.146
1910,11,-1.69,0.28,0.017
1910,12,2.68,0.46,0.139
1911,1,-1.17,0.31,-5.188
1911,2,-0.51,0.28,-2.721
1911,3,0.36,0.21,1.755
1911,4,-0.54,0.21,5.222
1911,5,0.12,0.21,10.623
1911,6,-0.71,0.31,13.322
1911,7,1.77,0.46,17.267
1911,8,1.71,0.46,16.695
1911,9,0.76,0.17,12.649
1911,10,-0.21,0.21,6.586
1911,11,1.40,0.41,3.109
1911,12,1.88,0.47,-0.663
1912,1,-0.12,0.44,-4.135
1912,2,2.47,0.44,0.263
1912,3,2.36,0.35,3.761
1912,4,-1.58,0.33,4.178
1912,5,0.09,0.17,10.591
1912,6,0.32,0.18,14.345
1912,7,-0.10,0.19,15.396
1912,8,-2.30,0.20,12.688
1912,9,-5.00,0.22,6.892
1912,10,-2.28,0.16,4.516
1912,11,-3.35,0.30,-1.635
1912,12,1.13,0.31,-1.413
1913,1,-0.18,0.26,-4.201
1913,2,-0.95,0.47,-3.155
1913,3,2.13,0.24,3.529
1913,4,-0.01,0.35,5.748
1913,5,-0.27,0.29,10.232
1913,6,-0.64,0.32,13.391
1913,7,-3.05,0.24,12.451
1913,8,-1.81,0.19,13.183
1913,9,-0.88,0.25,11.007
1913,10,0.78,0.43,7.577
1913,11,1.70,0.38,3.413
1913,12,0.73,0.47,-1.806
1914,1,-3.34,0.46,-7.355
1914,2,-0.07,0.42,-2.28
1914,3,0.95,0.18,2.353
1914,4,1.49,0.26,7.251
1914,5,-0.92,0.16,9.584
1914,6,-1.36,0.18,12.673
1914,7,-1.04,0.22,14.46
1914,8,0.04,0.28,15.033
1914,9,-1.46,0.21,10.43
1914,10,-0.87,0.25,5.927
1914,11,-0.95,0.29,0.764
1914,12,1.66,0.50,-0.88
1915,1,1.17,0.36,-2.848
1915,2,0.10,0.19,-2.108
1915,3,-1.17,0.29,0.235
1915,4,-0.37,0.16,5.386
1915,5,1.66,0.30,12.162
1915,6,1.61,0.30,15.642
1915,7,-0.61,0.29,14.895
1915,8,-1.71,0.31,13.282
1915,9,-2.17,0.25,9.716
1915,10,-2.50,0.38,4.304
1915,11,-2.95,0.36,-1.239
1915,12,3.23,0.49,0.693
1916,1,3.92,0.50,-0.103
1916,2,0.64,0.44,-1.568
1916,3,2.32,0.29,3.722
1916,4,0.21,0.25,5.969
1916,5,0.97,0.26,11.469
1916,6,-1.84,0.13,12.19
1916,7,-0.50,0.32,15.003
1916,8,-0.68,0.23,14.306
1916,9,-2.19,0.31,9.699
1916,10,-0.80,0.30,6.004
1916,11,0.87,0.42,2.58
1916,12,2.20,0.61,-0.337
1917,1,-0.73,0.78,-4.75
1917,2,-3.89,0.62,-6.098
1917,3,-2.22,0.19,-0.822
1917,4,-3.02,0.27,2.741
1917,5,2.18,0.25,12.682
1917,6,2.17,0.32,16.2
1917,7,0.42,0.35,15.924
1917,8,0.43,0.22,15.417
1917,9,1.25,0.35,13.14
1917,10,-1.13,0.41,5.669
1917,11,-0.53,0.56,1.176
1917,12,-2.72,0.47,-5.257
1918,1,1.06,0.44,-2.959
1918,2,0.38,0.24,-1.835
1918,3,0.76,0.14,2.158
1918,4,1.79,0.31,7.549
1918,5,1.05,0.23,11.553
1918,6,-2.57,0.22,11.459
1918,7,-0.69,0.18,14.806
1918,8,-0.83,0.24,14.158
1918,9,0.27,0.31,12.16
1918,10,-0.91,0.29,5.886
1918,11,-0.99,0.37,0.719
1918,12,2.11,0.65,-0.426
1919,1,2.60,0.36,-1.42
1919,2,-0.95,0.36,-3.164
1919,3,0.35,0.23,1.753
1919,4,-2.18,0.16,3.584
1919,5,-2.50,0.33,7.999
1919,6,-0.67,0.18,13.363
1919,7,-2.55,0.31,12.948
1919,8,0.19,0.26,15.176
1919,9,1.14,0.31,13.034
1919,10,-2.61,0.50,4.191
1919,11,-2.28,0.34,-0.568
1919,12,-0.09,0.65,-2.632
1920,1,3.43,0.52,-0.587
1920,2,1.85,0.56,-0.358
1920,3,2.46,0.37,3.855
1920,4,2.09,0.37,7.846
1920,5,2.48,0.16,12.98
1920,6,-1.14,0.33,12.89
1920,7,0.47,0.23,15.973
1920,8,-1.53,0.23,13.462
1920,9,0.04,0.26,11.933
1920,10,-1.34,0.35,5.463
1920,11,-2.85,0.41,-1.144
1920,12,0.67,0.21,-1.868
1921,1,4.58,0.52,0.555
1921,2,0.52,0.40,-1.686
1921,3,1.68,0.32,3.078
1921,4,-1.01,0.19,4.751
1921,5,1.88,0.28,12.38
1921,6,-1.02,0.26,13.015
1921,7,1.70,0.18,17.195
1921,8,0.85,0.25,15.837
1921,9,0.03,0.22,11.915
1921,10,1.46,0.25,8.259
1921,11,-2.97,0.30,-1.261
1921,12,-0.31,0.53,-2.85
1922,1,-0.99,0.51,-5.014
1922,2,-1.59,0.35,-3.798
1922,3,1.17,0.30,2.566
1922,4,-1.35,0.30,4.408
1922,5,1.12,0.19,11.617
1922,6,0.46,0.22,14.492
1922,7,-0.55,0.31,14.946
1922,8,-0.06,0.26,14.929
1922,9,-2.17,0.27,9.725
1922,10,-2.41,0.29,4.395
1922,11,-2.18,0.42,-0.47
1922,12,0.54,0.53,-1.998
1923,1,1.41,0.60,-2.609
1923,2,0.87,0.43,-1.342
1923,3,0.87,0.37,2.266
1923,4,-0.61,0.25,5.146
1923,5,1.01,0.27,11.512
1923,6,-3.43,0.41,10.604
1923,7,1.35,0.40,16.847
1923,8,0.33,0.19,15.316
1923,9,-0.60,0.29,11.289
1923,10,1.87,0.26,8.669
1923,11,0.31,0.36,2.015
1923,12,-0.87,0.46,-3.414
1924,1,-1.42,0.35,-5.443
1924,2,-2.51,0.40,-4.721
1924,3,-1.14,0.35,0.26
1924,4,-0.49,0.27,5.267
1924,5,1.85,0.23,12.348
1924,6,-0.39,0.27,13.64
1924,7,-0.14,0.16,15.362
1924,8,-2.39,0.20,12.597
1924,9,0.39,0.25,12.278
1924,10,0.00,0.36,6.798
1924,11,-0.85,0.53,0.859
1924,12,0.07,0.42,-2.466
1925,1,1.86,0.35,-2.162
1925,2,2.72,0.58,0.505
1925,3,-1.95,0.33,-0.55
1925,4,0.18,0.33,5.937
1925,5,1.02,0.32,11.517
1925,6,-0.71,0.40,13.324
1925,7,-0.14,0.31,15.364
1925,8,-0.43,0.30,14.561
1925,9,-2.25,0.28,9.639
1925,10,-0.19,0.22,6.61
1925,11,-0.96,0.40,0.749
1925,12,-1.63,0.40,-4.17
1926,1,0.20,0.31,-3.819
1926,2,4.20,0.24,1.99
1926,3,0.39,0.25,1.789
1926,4,1.55,0.30,7.306
1926,5,-0.92,0.33,9.58
1926,6,-2.14,0.28,11.887
1926,7,-0.70,0.32,14.8
1926,8,-0.82,0.26,14.169
1926,9,1.19,0.24,13.082
1926,10,0.22,0.40,7.023
1926,11,3.85,0.65,5.564
1926,12,0.01,0.39,-2.529
1927,1,2.00,0.45,-2.023
1927,2,-0.58,0.32,-2.789
1927,3,1.85,0.28,3.249
1927,4,0.03,0.27,5.787
1927,5,0.00,0.25,10.496
1927,6,0.63,0.25,14.659
1927,7,0.72,0.20,16.218
1927,8,0.11,0.23,15.102
1927,9,0.29,0.27,12.182
1927,10,-0.56,0.28,6.242
1927,11,0.18,0.25,1.887
1927,12,-1.74,0.51,-4.284
1928,1,1.71,0.28,-2.311
1928,2,1.19,0.37,-1.016
1928,3,-0.36,0.34,1.037
1928,4,0.66,0.19,6.421
1928,5,-2.27,0.31,8.232
1928,6,-0.50,0.24,13.535
1928,7,2.66,0.30,18.161
1928,8,1.13,0.26,16.117
1928,9,-0.40,0.27,11.489
1928,10,0.05,0.28,6.852
1928,11,1.81,0.55,3.52
1928,12,-1.30,0.54,-3.839
1929,1,-3.95,0.33,-7.971
1929,2,-8.50,0.69,-10.709
1929,3,-1.24,0.45,0.161
1929,4,-2.59,0.27,3.175
1929,5,1.15,0.32,11.652
1929,6,0.04,0.20,14.074
1929,7,0.97,0.32,16.47
1929,8,0.86,0.25,15.846
1929,9,1.33,0.18,13.22
1929,10,0.90,0.34,7.7
1929,11,0.97,0.37,2.68
1929,12,2.15,0.56,-0.389
1930,1,1.97,0.36,-2.051
1930,2,-1.12,0.48,-3.329
1930,3,1.65,0.33,3.054
1930,4,0.94,0.18,6.695
1930,5,-0.49,0.28,10.011
1930,6,2.55,0.24,16.578
1930,7,-0.31,0.19,15.192
1930,8,-0.64,0.25,14.348
1930,9,0.18,0.34,12.073
1930,10,-0.57,0.25,6.227
1930,11,1.79,0.44,3.504
1930,12,-0.13,0.54,-2.668
1931,1,0.58,0.47,-3.444
1931,2,-1.16,0.46,-3.366
1931,3,-3.17,0.26,-1.771
1931,4,-1.93,0.20,3.826
1931,5,2.84,0.31,13.342
1931,6,1.80,0.15,15.826
1931,7,0.44,0.27,15.941
1931,8,-0.93,0.23,14.058
1931,9,-3.82,0.29,8.073
1931,10,-1.40,0.34,5.404
1931,11,0.21,0.39,1.924
1931,12,-1.44,0.31,-3.979
1932,1,1.61,0.58,-2.41
1932,2,-4.16,0.33,-6.369
1932,3,-3.23,0.38,-1.825
1932,4,-0.62,0.33,5.145
1932,5,0.49,0.24,10.993
1932,6,-1.10,0.23,12.93
1932,7,0.97,0.30,16.472
1932,8,2.19,0.39,17.179
1932,9,3.18,0.16,15.067
1932,10,-0.05,0.37,6.746
1932,11,0.28,0.26,1.991
1932,12,0.52,0.62,-2.02
1933,1,-1.99,0.43,-6.006
1933,2,-0.51,0.34,-2.722
1933,3,0.77,0.30,2.169
1933,4,-0.99,0.29,4.77
1933,5,-1.37,0.30,9.132
1933,6,-2.34,0.26,11.688
1933,7,0.46,0.30,15.963
1933,8,0.33,0.23,15.321
1933,9,-0.27,0.17,11.617
1933,10,-0.13,0.38,6.67
1933,11,-0.88,0.32,0.828
1933,12,-4.16,0.47,-6.703
1934,1,0.41,0.28,-3.611
1934,2,-0.23,0.37,-2.435
1934,3,1.74,0.32,3.139
1934,4,2.77,0.19,8.533
1934,5,1.79,0.25,12.286
1934,6,-0.25,0.29,13.777
1934,7,1.06,0.26,16.563
1934,8,-0.13,0.25,14.858
1934,9,1.41,0.31,13.301
1934,10,-0.11,0.30,6.686
1934,11,0.57,0.35,2.275
1934,12,4.39,0.32,1.85
1935,1,-1.74,0.40,-5.764
1935,2,0.21,0.19,-2.005
1935,3,-1.59,0.39,-0.193
1935,4,-0.70,0.21,5.065
1935,5,-1.61,0.29,8.889
1935,6,2.02,0.27,16.054
1935,7,0.72,0.27,16.22
1935,8,-0.24,0.21,14.753
1935,9,0.00,0.28,11.892
1935,10,0.94,0.28,7.739
1935,11,0.64,0.25,2.349
1935,12,-0.41,0.32,-2.946
1936,1,3.78,0.36,-0.239
1936,2,0.32,0.32,-1.895
1936,3,2.36,0.29,3.763
1936,4,0.29,0.14,6.05
1936,5,0.53,0.31,11.029
1936,6,-0.24,0.27,13.79
1936,7,0.48,0.31,15.975
1936,8,-0.83,0.17,14.156
1936,9,-0.33,0.16,11.561
1936,10,-3.60,0.19,3.197
1936,11,-0.58,0.29,1.132
1936,12,0.15,0.44,-2.393
1937,1,-0.54,0.33,-4.556
1937,2,1.40,0.18,-0.811
1937,3,0.59,0.32,1.99
1937,4,-0.44,0.36,5.323
1937,5,2.27,0.36,12.773
1937,6,1.30,0.28,15.33
1937,7,0.19,0.22,15.69
1937,8,-0.30,0.32,14.688
1937,9,-0.40,0.33,11.49
1937,10,0.67,0.38,7.471
1937,11,-0.57,0.33,1.139
1937,12,-1.07,0.38,-3.607
1938,1,0.76,0.37,-3.262
1938,2,-0.34,0.50,-2.554
1938,3,2.81,0.36,4.206
1938,4,-3.25,0.41,2.507
1938,5,-1.30,0.23,9.205
1938,6,1.48,0.20,15.511
1938,7,0.18,0.34,15.678
1938,8,0.16,0.24,15.153
1938,9,-0.49,0.24,11.397
1938,10,0.65,0.16,7.448
1938,11,1.72,0.32,3.427
1938,12,-1.77,0.39,-4.306
1939,1,2.09,0.41,-1.928
1939,2,0.96,0.47,-1.255
1939,3,-2.72,0.34,-1.323
1939,4,2.40,0.30,8.164
1939,5,-1.51,0.23,8.988
1939,6,0.43,0.31,14.458
1939,7,0.18,0.33,15.684
1939,8,0.58,0.32,15.569
1939,9,-0.66,0.29,11.228
1939,10,-1.47,0.22,5.331
1939,11,0.86,0.23,2.571
1939,12,-2.39,0.30,-4.932
1940,1,-6.10,0.66,-10.116
1940,2,-3.91,0.52,-6.123
1940,3,-1.23,0.28,0.167
1940,4,0.36,0.22,6.116
1940,5,-0.86,0.21,9.642
1940,6,-0.10,0.28,13.935
1940,7,-0.70,0.27,14.803
1940,8,-2.06,0.28,12.928
1940,9,-0.26,0.14,11.632
1940,10,-0.25,0.24,6.553
1940,11,1.35,0.36,3.064
1940,12,-5.01,0.47,-7.552
1941,1,-2.58,0.46,-6.596
1941,2,-0.10,0.21,-2.312
1941,3,0.40,0.12,1.801
1941,4,-1.39,0.23,4.373
1941,5,-2.60,0.16,7.904
1941,6,0.24,0.17,14.271
1941,7,0.35,0.18,15.854
1941,8,-0.95,0.18,14.038
1941,9,-1.69,0.14,10.199
1941,10,-1.02,0.30,5.784
1941,11,-2.44,0.29,-0.73
1941,12,-0.32,0.27,-2.855
1942,1,-6.63,0.41,-10.647
1942,2,-4.16,0.44,-6.373
1942,3,-0.60,0.52,0.799
1942,4,-0.77,0.28,4.991
1942,5,0.52,0.13,11.021
1942,6,-0.23,0.27,13.797
1942,7,-0.52,0.19,14.977
1942,8,0.61,0.24,15.604
1942,9,2.93,0.17,14.824
1942,10,2.53,0.16,9.327
1942,11,-1.29,0.15,0.416
1942,12,1.23,0.39,-1.313
1943,1,-1.51,0.47,-5.525
1943,2,2.07,0.43,-0.139
1943,3,1.99,0.25,3.394
1943,4,1.34,0.24,7.104
1943,5,0.01,0.18,10.514
1943,6,-1.41,0.26,12.618
1943,7,0.03,0.29,15.529
1943,8,2.10,0.17,17.087
1943,9,1.29,0.19,13.184
1943,10,1.81,0.22,8.606
1943,11,-1.51,0.27,0.203
1943,12,0.56,0.32,-1.978
1944,1,2.99,0.20,-1.035
1944,2,-1.92,0.32,-4.126
1944,3,-3.24,0.27,-1.843
1944,4,0.64,0.37,6.403
1944,5,-0.83,0.32,9.675
1944,6,-1.30,0.30,12.73
1944,7,-0.11,0.31,15.388
1944,8,2.60,0.25,17.593
1944,9,-0.43,0.34,11.456
1944,10,0.05,0.40,6.852
1944,11,-0.85,0.24,0.856
1944,12,-1.56,0.30,-4.096
1945,1,-4.32,0.42,-8.343
1945,2,2.10,0.32,-0.115
1945,3,1.63,0.13,3.026
1945,4,0.98,0.21,6.737
1945,5,1.93,0.34,12.433
1945,6,1.35,0.33,15.378
1945,7,1.36,0.23,16.862
1945,8,0.17,0.29,15.163
